protein_id	protein_name	species_code	species_name	current_family	CPG_score	CPG_evalue	CPH_score	CPH_evalue	delta_CPG_minus_CPH	higher_score_prediction
Dme_Ccp84Ae	Ccp84Ae	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	7.3	0.83	-7.3	CPH
Dme_Ccp84Af	Ccp84Af	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Ccp84Ag	Ccp84Ag	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	7.1	0.95	-7.1	CPH
Dme_Cht10	Cht10	Dme	Drosophila melanogaster	Chitinase	0.0	None	0.0	None	0.0	no_hit
Dme_Cht2	Cht2	Dme	Drosophila melanogaster	Chitinase	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr100A	Cpr100A	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr11A	Cpr11A	Dme	Drosophila melanogaster	CPR RR-1	33.5	6.3e-09	0.0	None	33.5	CPG
Dme_Cpr11B_iso1	Cpr11B_iso1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr11B_iso2	Cpr11B_iso2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr12A	Cpr12A	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr23B	Cpr23B	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr30B	Cpr30B	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr30F	Cpr30F	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr31A	Cpr31A	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr35B	Cpr35B	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr47Ea	Cpr47Ea	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr47Eb	Cpr47Eb	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr47Ec	Cpr47Ec	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr47Ed	Cpr47Ed	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr47Ee	Cpr47Ee	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr47Ef_iso1	Cpr47Ef_iso1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr47Ef_iso2	Cpr47Ef_iso2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr47Eg	Cpr47Eg	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Aa	Cpr49Aa	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ab	Cpr49Ab	Dme	Drosophila melanogaster	CPR RR-1	21.7	2.6e-05	0.0	None	21.7	CPG
Dme_Cpr49Ac_iso1	Cpr49Ac_iso1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ac_iso2	Cpr49Ac_iso2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ac_iso3	Cpr49Ac_iso3	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ac_iso4	Cpr49Ac_iso4	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ac_iso5	Cpr49Ac_iso5	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ad	Cpr49Ad	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ae	Cpr49Ae	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Af	Cpr49Af	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ag	Cpr49Ag	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr49Ah	Cpr49Ah	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr50Ca	Cpr50Ca	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr50Cb	Cpr50Cb	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr51A	Cpr51A	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr56F	Cpr56F	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr57A_iso1	Cpr57A_iso1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr57A_iso2	Cpr57A_iso2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr5C	Cpr5C	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	6.3	1.6	-6.3	CPH
Dme_Cpr60D	Cpr60D	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr62Ba	Cpr62Ba	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr62Bb	Cpr62Bb	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	14.6	0.0046	-14.6	CPH
Dme_Cpr62Bc	Cpr62Bc	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	6.4	1.6	-6.4	CPH
Dme_Cpr64Aa	Cpr64Aa	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr64Ab	Cpr64Ab	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr64Ac	Cpr64Ac	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr64Ad	Cpr64Ad	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Au	Cpr65Au	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Av	Cpr65Av	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Aw_iso1	Cpr65Aw_iso1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Aw_iso2	Cpr65Aw_iso2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Ax1	Cpr65Ax1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	17.2	0.00075	-17.2	CPH
Dme_Cpr65Ax2	Cpr65Ax2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	17.2	0.00075	-17.2	CPH
Dme_Cpr65Ay	Cpr65Ay	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Az	Cpr65Az	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Ea	Cpr65Ea	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Eb	Cpr65Eb	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr65Ec	Cpr65Ec	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr66Ca_iso1	Cpr66Ca_iso1	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr66Ca_iso2	Cpr66Ca_iso2	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	18.2	0.00037	-18.2	CPH
Dme_Cpr66Cb	Cpr66Cb	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr66D	Cpr66D	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr67B	Cpr67B	Dme	Drosophila melanogaster	CPR RR-3	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr67Fa1	Cpr67Fa1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr67Fa2	Cpr67Fa2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr67Fb	Cpr67Fb	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr72Ea	Cpr72Ea	Dme	Drosophila melanogaster	CPR RR-3	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr72Eb	Cpr72Eb	Dme	Drosophila melanogaster	CPR RR-3	0.0	None	23.3	1e-05	-23.3	CPH
Dme_Cpr72Ec	Cpr72Ec	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr73D_iso1	Cpr73D_iso1	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr73D_iso2	Cpr73D_iso2	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr76Ba	Cpr76Ba	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr76Bb	Cpr76Bb	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr76Bc	Cpr76Bc	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr76Bd_iso1	Cpr76Bd_iso1	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr76Bd_iso2	Cpr76Bd_iso2	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr76Bd_iso3	Cpr76Bd_iso3	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr78Ca	Cpr78Ca	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr78Cb	Cpr78Cb	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr78Cc	Cpr78Cc	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr78E	Cpr78E	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr92F	Cpr92F	Dme	Drosophila melanogaster	CPR RR-3	0.0	None	26.1	1.4e-06	-26.1	CPH
Dme_Cpr97Ea_iso1	Cpr97Ea_iso1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr97Ea_iso2	Cpr97Ea_iso2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Cpr97Eb	Cpr97Eb	Dme	Drosophila melanogaster	CPR	0.0	None	0.0	None	0.0	no_hit
Dme_Dsc73	Dsc73	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_EDG78E	EDG78E	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_EDG84A	EDG84A	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_EDG91	EDG91	Dme	Drosophila melanogaster	CPG	0.0	None	0.0	None	0.0	no_hit
Dme_JS	JS	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_LCP1	LCP1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_LCP2	LCP2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_LCP3	LCP3	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_LCP4	LCP4	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Lac2	Lac2	Dme	Drosophila melanogaster	Muticopper oxidase / Phenol oxidase	0.0	None	0.0	None	0.0	no_hit
Dme_Lcp65Aa	Lcp65Aa	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Lcp65Ab1	Lcp65Ab1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	18.7	0.00027	-18.7	CPH
Dme_Lcp65Ab2	Lcp65Ab2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	18.7	0.00027	-18.7	CPH
Dme_Lcp65Ac	Lcp65Ac	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Lcp65Ad	Lcp65Ad	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Lcp65Ae	Lcp65Ae	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Lcp65Af	Lcp65Af	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Lcp65Ag1	Lcp65Ag1	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	20.8	6e-05	-20.8	CPH
Dme_Lcp65Ag2	Lcp65Ag2	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	20.8	6e-05	-20.8	CPH
Dme_Lcp65Ag3	Lcp65Ag3	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	20.8	5.9e-05	-20.8	CPH
Dme_Lcp9	Lcp9	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Obst-A	Obst-A	Dme	Drosophila melanogaster	CPAP3	0.0	None	0.0	None	0.0	no_hit
Dme_Obst-C	Obst-C	Dme	Drosophila melanogaster	CPAP3	0.0	None	0.0	None	0.0	no_hit
Dme_Obst-E	Obst-E	Dme	Drosophila melanogaster	CPAP3	0.0	None	0.0	None	0.0	no_hit
Dme_Pcp	Pcp	Dme	Drosophila melanogaster	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Dme_Retinin	Retinin	Dme	Drosophila melanogaster	CPLCA	0.0	None	0.0	None	0.0	no_hit
Dme_Schlaff	Schlaff	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Serp	Serp	Dme	Drosophila melanogaster	Chitin deacetylase - group I	0.0	None	0.0	None	0.0	no_hit
Dme_Snsl	Snsl	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Snu	Snu	Dme	Drosophila melanogaster	ABC transporter	0.0	None	0.0	None	0.0	no_hit
Dme_TG	TG	Dme	Drosophila melanogaster	Enzyme	0.0	None	0.0	None	0.0	no_hit
Dme_TwdlD	TwdlD	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleC	TweedleC	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleE	TweedleE	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleF	TweedleF	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleG	TweedleG	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleH	TweedleH	Dme	Drosophila melanogaster	Tweedle	0.0	None	6.3	1.7	-6.3	CPH
Dme_TweedleJ	TweedleJ	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleK	TweedleK	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleL	TweedleL	Dme	Drosophila melanogaster	Tweedle	20.2	7.6e-05	0.0	None	20.2	CPG
Dme_TweedleM	TweedleM	Dme	Drosophila melanogaster	Tweedle	22.7	1.4e-05	0.0	None	22.7	CPG
Dme_TweedleN	TweedleN	Dme	Drosophila melanogaster	Tweedle	39.7	8.1e-11	0.0	None	39.7	CPG
Dme_TweedleO	TweedleO	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleP	TweedleP	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleQ	TweedleQ	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleR	TweedleR	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleS	TweedleS	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleT	TweedleT	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleV	TweedleV	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleW	TweedleW	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleX	TweedleX	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleY	TweedleY	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_TweedleZ	TweedleZ	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_Tweedlealpha	Tweedlealpha	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_Tweedlebeta	Tweedlebeta	Dme	Drosophila melanogaster	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dme_Vajk1	Vajk1	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Vajk4	Vajk4	Dme	Drosophila melanogaster	NULL	0.0	None	0.0	None	0.0	no_hit
Dme_Verm	Verm	Dme	Drosophila melanogaster	Chitin deacetylase - group I	0.0	None	0.0	None	0.0	no_hit
Dme_Y	Y	Dme	Drosophila melanogaster	Yellow	0.0	None	0.0	None	0.0	no_hit
Dme_l(3)mbn	l(3)mbn	Dme	Drosophila melanogaster	CPR	0.0	None	0.0	None	0.0	no_hit
Dme_resilin_iso1	resilin_iso1	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dme_resilin_iso2	resilin_iso2	Dme	Drosophila melanogaster	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dmo_CPF1	CPF1	Dmo	Drosophila mojavensis	CPF	0.0	None	0.0	None	0.0	no_hit
Dmo_CPF2	CPF2	Dmo	Drosophila mojavensis	CPF	0.0	None	5.3	3.3	-5.3	CPH
Dmo_CPF3	CPF3	Dmo	Drosophila mojavensis	CPF	0.0	None	0.0	None	0.0	no_hit
Dmo_CPLCG1	CPLCG1	Dmo	Drosophila mojavensis	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dmo_CPLCG2	CPLCG2	Dmo	Drosophila mojavensis	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dmo_CPLCG3	CPLCG3	Dmo	Drosophila mojavensis	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dmo	Drosophila mojavensis	CPR	0.0	None	17.2	0.00078	-17.2	CPH
Dmo_CPR_Uncharacterized_101	CPR_Uncharacterized_101	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dmo	Drosophila mojavensis	CPR	18.2	0.00032	0.0	None	18.2	CPG
Dmo_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_109	CPR_Uncharacterized_109	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_110	CPR_Uncharacterized_110	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_111	CPR_Uncharacterized_111	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_112	CPR_Uncharacterized_112	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_114	CPR_Uncharacterized_114	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_115	CPR_Uncharacterized_115	Dmo	Drosophila mojavensis	CPR	9.6	0.14	0.0	None	9.6	CPG
Dmo_CPR_Uncharacterized_116	CPR_Uncharacterized_116	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_118	CPR_Uncharacterized_118	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_119	CPR_Uncharacterized_119	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_120	CPR_Uncharacterized_120	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_16	CPR_Uncharacterized_16	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dmo	Drosophila mojavensis	CPR	15.9	0.0016	0.0	None	15.9	CPG
Dmo_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_30	CPR_Uncharacterized_30	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dmo	Drosophila mojavensis	CPR	0.0	None	13.6	0.0095	-13.6	CPH
Dmo_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_38	CPR_Uncharacterized_38	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_39	CPR_Uncharacterized_39	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_47	CPR_Uncharacterized_47	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
Dmo_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dmo	Drosophila mojavensis	CPR	0.0	None	0.0	None	0.0	no_hit
