protein_id	protein_name	species_code	species_name	current_family	CPR_score	CPR_evalue
Har_LCP17	LCP17	Har	Helicoverpa armigera	CPR RR-1	96.7	2.9e-28
Dmo_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dmo	Drosophila mojavensis	CPR	96.7	3e-28
Aga_CPR52	CPR52	Aga	Anopheles gambiae	CPR RR-1	96.5	3.3e-28
Dan_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dan	Drosophila ananassae	CPR	96.5	3.3e-28
Foc_RR-1_14	RR-1_14	Foc	Frankliniella occidentalis	CPR RR-1	96.5	3.4e-28
Bmo_CPR94	CPR94	Bmo	Bombyx mori	CPR RR-2	96.4	3.6e-28
Aga_CPR48	CPR48	Aga	Anopheles gambiae	CPR RR-1	96.4	3.6e-28
Bmo_LCP18	LCP18	Bmo	Bombyx mori	CPR RR-1	96.4	3.7e-28
Nlu_Cpr1	Cpr1	Nlu	Nilaparvata lugens	CPR	96.3	3.8e-28
Dme_Cpr23B	Cpr23B	Dme	Drosophila melanogaster	CPR RR-2	96.3	3.8e-28
Aga_CPR33	CPR33	Aga	Anopheles gambiae	CPR RR-1	96.3	4e-28
Dgr_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dgr	Drosophila grimshawi	CPR	96.2	4e-28
Dma_A0A164KG21	A0A164KG21	Dma	Daphnia magna	NULL	96.1	4.3e-28
Bmo_CPR130	CPR130	Bmo	Bombyx mori	CPR RR-2	96.0	4.7e-28
Dwi_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dwi	Drosophila willistoni	CPR	95.9	5e-28
Dgr_CPR_Uncharacterized_27	CPR_Uncharacterized_27	Dgr	Drosophila grimshawi	CPR	95.9	5.1e-28
Dmo_CPR_Uncharacterized_115	CPR_Uncharacterized_115	Dmo	Drosophila mojavensis	CPR	95.9	5.2e-28
Bmo_CPR39	CPR39	Bmo	Bombyx mori	CPR RR-1	95.8	5.4e-28
Aga_CPR106	CPR106	Aga	Anopheles gambiae	CPR RR-1	95.8	5.5e-28
Dan_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dan	Drosophila ananassae	CPR	95.8	5.6e-28
Aga_CPR66	CPR66	Aga	Anopheles gambiae	CPR RR-1	95.7	5.7e-28
Bmo_CPR38	CPR38	Bmo	Bombyx mori	CPR RR-1	95.7	5.7e-28
Dan_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dan	Drosophila ananassae	CPR	95.6	6.1e-28
Tpa_A3A-like	A3A-like	Tpa	Thrips palmi	CPR RR-1	95.6	6.4e-28
Dmo_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dmo	Drosophila mojavensis	CPR	95.6	6.5e-28
Dps_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dps	Drosophila pseudoobscura	CPR	95.4	7e-28
Dan_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dan	Drosophila ananassae	CPR	95.4	7.2e-28
Dgr_CPR_Uncharacterized_115	CPR_Uncharacterized_115	Dgr	Drosophila grimshawi	CPR	95.3	7.6e-28
Dvi_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dvi	Drosophila virilis	CPR	95.3	7.8e-28
Nlu_Cpr4	Cpr4	Nlu	Nilaparvata lugens	CPR	95.3	8e-28
Nlu_Cpr54	Cpr54	Nlu	Nilaparvata lugens	CPR RR-2	95.3	8e-28
Cfe_Unigene15617-RR1	Unigene15617-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	95.2	8.2e-28
Bmo_CPR156	CPR156	Bmo	Bombyx mori	CPR RR-1	95.1	8.9e-28
Bmo_CPR51	CPR51	Bmo	Bombyx mori	CPR RR-1	95.1	8.9e-28
Bmo_CPR35	CPR35	Bmo	Bombyx mori	CPR RR-1	95.0	9.5e-28
Aga_CPR65	CPR65	Aga	Anopheles gambiae	CPR RR-1	94.9	1e-27
Dgr_CPR_Uncharacterized_70	CPR_Uncharacterized_70	Dgr	Drosophila grimshawi	CPR	94.8	1.1e-27
Dme_Cpr76Bb	Cpr76Bb	Dme	Drosophila melanogaster	CPR RR-2	94.8	1.1e-27
Bmo_CPR7	CPR7	Bmo	Bombyx mori	CPR RR-1	94.8	1.1e-27
Dvi_CPR_Uncharacterized_115	CPR_Uncharacterized_115	Dvi	Drosophila virilis	CPR	94.6	1.3e-27
Bmo_CPR109	CPR109	Bmo	Bombyx mori	CPR RR-2	94.6	1.3e-27
Dwi_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dwi	Drosophila willistoni	CPR	94.6	1.3e-27
Dvi_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dvi	Drosophila virilis	CPR	94.5	1.4e-27
Dps_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dps	Drosophila pseudoobscura	CPR	94.4	1.5e-27
Dwi_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dwi	Drosophila willistoni	CPR	94.4	1.5e-27
Dwi_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dwi	Drosophila willistoni	CPR	94.3	1.5e-27
Aga_CPR62	CPR62	Aga	Anopheles gambiae	CPR RR-1	94.0	2e-27
Dan_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dan	Drosophila ananassae	CPR	93.9	2e-27
Cfe_Unigene16986-RR2	Unigene16986-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	93.9	2e-27
Dvi_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dvi	Drosophila virilis	CPR	93.9	2e-27
Bmo_CPR18	CPR18	Bmo	Bombyx mori	CPR RR-1	93.9	2.1e-27
Dan_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dan	Drosophila ananassae	CPR	93.9	2.1e-27
Dan_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dan	Drosophila ananassae	CPR	93.8	2.2e-27
Dwi_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dwi	Drosophila willistoni	CPR	93.8	2.3e-27
Foc_RR-2_2	RR-2_2	Foc	Frankliniella occidentalis	CPR RR-2	93.7	2.3e-27
Nlu_Cpr66	Cpr66	Nlu	Nilaparvata lugens	CPR	93.7	2.4e-27
Bmo_CPR72	CPR72	Bmo	Bombyx mori	CPR RR-2	93.7	2.4e-27
Dme_ACP65A	ACP65A	Dme	Drosophila melanogaster	CPR RR-1	93.6	2.5e-27
Bmo_CPR100	CPR100	Bmo	Bombyx mori	CPR RR-2	93.5	2.7e-27
Bmo_CPR115	CPR115	Bmo	Bombyx mori	CPR RR-2	93.5	2.8e-27
Bmo_CPR117	CPR117	Bmo	Bombyx mori	CPR RR-2	93.5	2.8e-27
Dwi_CPR_Uncharacterized_79	CPR_Uncharacterized_79	Dwi	Drosophila willistoni	CPR	93.5	2.8e-27
Ame_CPR14	CPR14	Ame	Apis mellifera	CPR RR-1	93.4	3e-27
Aga_CPR64	CPR64	Aga	Anopheles gambiae	CPR RR-1	93.3	3.1e-27
Cpi_CPR47	CPR47	Cpi	Culex pipiens	CPR RR-2	93.3	3.1e-27
Tca_CPR69	CPR69	Tca	Tribolium castaneum	CPR RR-1	93.3	3.1e-27
Dan_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dan	Drosophila ananassae	CPR	93.3	3.2e-27
Bmo_CPR8	CPR8	Bmo	Bombyx mori	CPR	93.3	3.3e-27
Dgr_CPR_Uncharacterized_54	CPR_Uncharacterized_54	Dgr	Drosophila grimshawi	CPR	93.2	3.3e-27
Bmo_CPR59	CPR59	Bmo	Bombyx mori	CPR RR-2	93.2	3.4e-27
Nlu_Cpr19	Cpr19	Nlu	Nilaparvata lugens	CPR	93.2	3.5e-27
Dvi_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dvi	Drosophila virilis	CPR	93.1	3.6e-27
Bmo_CPR107	CPR107	Bmo	Bombyx mori	CPR RR-2	93.0	3.8e-27
Dme_Cpr67Fa1	Cpr67Fa1	Dme	Drosophila melanogaster	CPR RR-1	93.0	3.9e-27
Bmo_CPR65	CPR65	Bmo	Bombyx mori	CPR RR-2	92.9	4.2e-27
Dps_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dps	Drosophila pseudoobscura	CPR	92.9	4.3e-27
Dps_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dps	Drosophila pseudoobscura	CPR	92.9	4.3e-27
Dme_Cpr67Fa2	Cpr67Fa2	Dme	Drosophila melanogaster	CPR RR-1	92.8	4.5e-27
Dgr_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dgr	Drosophila grimshawi	CPR	92.8	4.6e-27
Aga_CPR145	CPR145	Aga	Anopheles gambiae	CPR RR-1	92.7	4.7e-27
Dme_Cpr65Ec	Cpr65Ec	Dme	Drosophila melanogaster	CPR RR-1	92.7	4.8e-27
Api_CP7	CP7	Api	Acyrthosiphon pisum	CPR RR-2	92.5	5.5e-27
Cfe_Unigene18090-RR2	Unigene18090-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	92.4	5.8e-27
Dme_Cpr65Az	Cpr65Az	Dme	Drosophila melanogaster	CPR RR-1	92.4	5.9e-27
Dme_Cpr49Ag	Cpr49Ag	Dme	Drosophila melanogaster	CPR RR-1	92.4	6e-27
Dps_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dps	Drosophila pseudoobscura	CPR	92.4	6.1e-27
Bmo_CPR153	CPR153	Bmo	Bombyx mori	CPR RR-1	92.4	6.2e-27
Nlu_Cpr69_iso1	Cpr69	Nlu	Nilaparvata lugens	CPR RR-2	92.3	6.2e-27
Bmo_CPR13	CPR13	Bmo	Bombyx mori	CPR RR-1	92.3	6.2e-27
Aga_CPR20	CPR20	Aga	Anopheles gambiae	CPR RR-1	92.3	6.3e-27
Dme_Cpr65Aw_iso1	Cpr65Aw_iso1	Dme	Drosophila melanogaster	CPR RR-1	92.2	6.8e-27
Cfe_Unigene16334-RR2	Unigene16334-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	92.2	6.8e-27
Dma_A0A0N8CZ78	A0A0N8CZ78	Dma	Daphnia magna	NULL	92.2	6.9e-27
Dps_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dps	Drosophila pseudoobscura	CPR	92.2	7e-27
Aga_CPR19	CPR19	Aga	Anopheles gambiae	CPR RR-1	92.1	7.2e-27
Dgr_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dgr	Drosophila grimshawi	CPR	92.0	7.7e-27
Dgr_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dgr	Drosophila grimshawi	CPR	92.0	8e-27
Bmo_CPR114	CPR114	Bmo	Bombyx mori	CPR RR-2	92.0	8e-27
Bmo_CPR27	CPR27	Bmo	Bombyx mori	CPR RR-1	91.8	9.3e-27
Dwi_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dwi	Drosophila willistoni	CPR	91.7	9.8e-27
Aga_CPR18	CPR18	Aga	Anopheles gambiae	CPR RR-1	91.7	9.8e-27
Lmi_Abd-9	Abd-9	Lmi	Locusta migratoria	RR-1	91.7	9.8e-27
Hvi_CP3L	CP3L	Hvi	Heortia vitessoides	CPR RR-1	91.7	9.9e-27
Aga_CPR22	CPR22	Aga	Anopheles gambiae	CPR RR-1	91.6	1e-26
Dme_EDG78E	EDG78E	Dme	Drosophila melanogaster	CPR RR-1	91.4	1.2e-26
Dma_A0A164KF42	A0A164KF42	Dma	Daphnia magna	NULL	91.3	1.3e-26
Dmo_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dmo	Drosophila mojavensis	CPR	91.2	1.4e-26
Cfe_Unigene14194-RR1	Unigene14194-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	91.2	1.4e-26
Dgr_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dgr	Drosophila grimshawi	CPR	91.2	1.4e-26
Dgr_CPR_Uncharacterized_47	CPR_Uncharacterized_47	Dgr	Drosophila grimshawi	CPR	91.1	1.5e-26
Bmo_CPR58	CPR58	Bmo	Bombyx mori	CPR RR-2	91.0	1.6e-26
Nlu_Cpr69_iso2	Cpr69_Iso2	Nlu	Nilaparvata lugens	CPR	91.0	1.6e-26
Dmo_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dmo	Drosophila mojavensis	CPR	90.9	1.7e-26
Dps_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dps	Drosophila pseudoobscura	CPR	90.8	1.9e-26
Aga_CPR11	CPR11	Aga	Anopheles gambiae	CPR RR-1	90.8	1.9e-26
Dmo_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dmo	Drosophila mojavensis	CPR	90.7	1.9e-26
Aga_CPR85	CPR85	Aga	Anopheles gambiae	CPR RR-2	90.7	2e-26
Mpe_CP1	CP1	Mpe	Myzus persicae	CPR RR-2	90.7	2e-26
Bmo_CPR116	CPR116	Bmo	Bombyx mori	CPR RR-2	90.6	2e-26
Dme_CG13670	CG13670	Dme	Drosophila melanogaster	CPR	90.6	2.1e-26
Dvi_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dvi	Drosophila virilis	CPR	90.6	2.1e-26
Cfe_Unigene11823-RR2	Unigene11823-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	90.5	2.2e-26
Dan_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dan	Drosophila ananassae	CPR	90.5	2.2e-26
Dmo_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dmo	Drosophila mojavensis	CPR	90.5	2.2e-26
Dvi_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dvi	Drosophila virilis	CPR	90.5	2.2e-26
Dme_Lcp65Aa	Lcp65Aa	Dme	Drosophila melanogaster	CPR RR-1	90.5	2.2e-26
Aga_CPR74	CPR74	Aga	Anopheles gambiae	CPR RR-1	90.5	2.3e-26
Dvi_CPR_Uncharacterized_101	CPR_Uncharacterized_101	Dvi	Drosophila virilis	CPR	90.5	2.3e-26
Dps_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dps	Drosophila pseudoobscura	CPR	90.5	2.3e-26
Dgr_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dgr	Drosophila grimshawi	CPR	90.3	2.7e-26
Aga_CPR17	CPR17	Aga	Anopheles gambiae	CPR RR-1	90.2	2.7e-26
Dmo_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dmo	Drosophila mojavensis	CPR	90.2	2.8e-26
Nlu_Cpr78	Cpr78	Nlu	Nilaparvata lugens	CPR	90.2	2.9e-26
Bmo_CPR82	CPR82	Bmo	Bombyx mori	His-rich CPR RR-2	90.2	2.9e-26
Aal_Cp19	Cp19	Aal	Aedes albopictus	CPR RR-2	90.1	2.9e-26
Cfe_Unigene9017-RR2	Unigene9017-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	90.1	3.1e-26
Aga_CPR73	CPR73	Aga	Anopheles gambiae	CPR RR-1	90.0	3.3e-26
Bmo_CPR119	CPR119	Bmo	Bombyx mori	CPR RR-2	89.9	3.4e-26
Dan_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dan	Drosophila ananassae	CPR	89.9	3.5e-26
Cpi_CPR63	CPR63	Cpi	Culex pipiens	CPR RR-2	89.8	3.6e-26
Dmo_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dmo	Drosophila mojavensis	CPR	89.8	3.7e-26
Dme_Cpr76Bd_iso2	Cpr76Bd_iso2	Dme	Drosophila melanogaster	CPR RR-2	89.8	3.7e-26
Dme_Cpr76Bd_iso1	Cpr76Bd_iso1	Dme	Drosophila melanogaster	CPR RR-2	89.8	3.8e-26
Dme_Cpr76Bd_iso3	Cpr76Bd_iso3	Dme	Drosophila melanogaster	CPR RR-2	89.8	3.8e-26
Dme_Lcp65Ae	Lcp65Ae	Dme	Drosophila melanogaster	CPR RR-1	89.7	3.9e-26
Dwi_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dwi	Drosophila willistoni	CPR	89.7	4e-26
Dps_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dps	Drosophila pseudoobscura	CPR	89.6	4.3e-26
Dwi_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dwi	Drosophila willistoni	CPR	89.5	4.5e-26
Dvi_CPR_Uncharacterized_116	CPR_Uncharacterized_116	Dvi	Drosophila virilis	CPR	89.5	4.7e-26
Dps_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dps	Drosophila pseudoobscura	CPR	89.4	5.1e-26
Bmo_CPR11	CPR11	Bmo	Bombyx mori	CPR RR-1	89.3	5.2e-26
Dwi_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dwi	Drosophila willistoni	CPR	89.3	5.3e-26
Dmo_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dmo	Drosophila mojavensis	CPR	89.2	5.6e-26
Nlu_Cpr38	Cpr38	Nlu	Nilaparvata lugens	CPR	89.2	5.6e-26
Bmo_CPR26	CPR26	Bmo	Bombyx mori	CPR RR-1	89.2	5.9e-26
Dmo_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dmo	Drosophila mojavensis	CPR	89.1	6.1e-26
Dgr_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dgr	Drosophila grimshawi	CPR	89.1	6.2e-26
Bmo_CPR118	CPR118	Bmo	Bombyx mori	CPR RR-2	89.0	6.6e-26
Bmo_CPR63	CPR63	Bmo	Bombyx mori	CPR RR-2	89.0	6.7e-26
Dgr_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dgr	Drosophila grimshawi	CPR	88.9	7.1e-26
Nlu_Cpr2	Cpr2	Nlu	Nilaparvata lugens	CPR	88.9	7.2e-26
Foc_RR-1_1	RR-1_1	Foc	Frankliniella occidentalis	CPR RR-1	88.8	7.4e-26
Dvi_CPR_Uncharacterized_3	CPR_Uncharacterized_3	Dvi	Drosophila virilis	CPR	88.8	7.5e-26
Bmo_CPR84	CPR84	Bmo	Bombyx mori	CPR RR-2	88.7	7.8e-26
Dan_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dan	Drosophila ananassae	CPR	88.6	8.5e-26
Bmo_CPR46	CPR46	Bmo	Bombyx mori	CPR RR-1	88.6	8.9e-26
Aga_CPR132	CPR132	Aga	Anopheles gambiae	CPR RR-2	88.6	8.9e-26
Dwi_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dwi	Drosophila willistoni	CPR	88.5	9e-26
Dme_Cpr30B	Cpr30B	Dme	Drosophila melanogaster	CPR RR-2	88.5	9.2e-26
Dps_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dps	Drosophila pseudoobscura	CPR	88.4	1e-25
Dan_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dan	Drosophila ananassae	CPR	88.4	1e-25
Cfe_Unigene16757-RR1	Unigene16757-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	88.3	1e-25
Bmo_CPR40	CPR40	Bmo	Bombyx mori	CPR RR-1	88.3	1.1e-25
Dmo_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dmo	Drosophila mojavensis	CPR	88.2	1.2e-25
Dwi_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dwi	Drosophila willistoni	CPR	88.1	1.2e-25
Dvi_CPR_Uncharacterized_117	CPR_Uncharacterized_117	Dvi	Drosophila virilis	CPR	88.1	1.2e-25
Bmo_CPR97	CPR97	Bmo	Bombyx mori	CPR RR-2	88.1	1.2e-25
Bmo_CPR106	CPR106	Bmo	Bombyx mori	CPR RR-2	88.1	1.2e-25
Dan_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dan	Drosophila ananassae	CPR	88.1	1.2e-25
Dma_A0A0P5WB21	NOT_FOUND	NOT_FOUND	NOT_FOUND	NOT_FOUND	88.1	1.3e-25
Aga_CPR80	CPR80	Aga	Anopheles gambiae	CPR RR-1	88.0	1.3e-25
Sli_CP26	CP26	Sli	Spodoptera litura	CPR RR-2	88.0	1.3e-25
Bmo_CPR5	CPR5	Bmo	Bombyx mori	CPR RR-1	87.9	1.4e-25
Dmo_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dmo	Drosophila mojavensis	CPR	87.9	1.4e-25
Dgr_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dgr	Drosophila grimshawi	CPR	87.8	1.6e-25
Dwi_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dwi	Drosophila willistoni	CPR	87.7	1.6e-25
Dvi_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dvi	Drosophila virilis	CPR	87.7	1.6e-25
Dmo_CPR_Uncharacterized_38	CPR_Uncharacterized_38	Dmo	Drosophila mojavensis	CPR	87.6	1.7e-25
Aae_L015281-PA	L015281-PA	Aae	Aedes aegypti	NULL	87.6	1.8e-25
Dps_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dps	Drosophila pseudoobscura	CPR	87.4	2e-25
Dmo_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dmo	Drosophila mojavensis	CPR	87.3	2.1e-25
Aga_CPR30	CPR30	Aga	Anopheles gambiae	CPR RR-1	87.3	2.2e-25
Dme_Cpr47Eb	Cpr47Eb	Dme	Drosophila melanogaster	CPR RR-1	87.2	2.3e-25
Dmo_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dmo	Drosophila mojavensis	CPR	87.2	2.4e-25
Dan_CPR_Uncharacterized_62	CPR_Uncharacterized_62	Dan	Drosophila ananassae	CPR	87.1	2.5e-25
Dmo_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dmo	Drosophila mojavensis	CPR	87.0	2.6e-25
Nlu_Cpr56	Cpr56	Nlu	Nilaparvata lugens	CPR RR-2	87.0	2.7e-25
Dmo_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dmo	Drosophila mojavensis	CPR	87.0	2.8e-25
Dvi_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dvi	Drosophila virilis	CPR	86.9	2.8e-25
Dan_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dan	Drosophila ananassae	CPR	86.8	3e-25
Dwi_CPR_Uncharacterized_133	CPR_Uncharacterized_133	Dwi	Drosophila willistoni	CPR	86.8	3e-25
Cfe_Unigene10719-RR1	Unigene10719-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	86.8	3.2e-25
Dan_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dan	Drosophila ananassae	CPR	86.7	3.4e-25
Foc_RR-1_13	RR-1_13	Foc	Frankliniella occidentalis	CPR RR-1	86.7	3.4e-25
Cfe_Unigene13301-RR1	Unigene13301-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	86.6	3.5e-25
Dgr_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dgr	Drosophila grimshawi	CPR	86.6	3.6e-25
Dvi_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dvi	Drosophila virilis	CPR	86.5	3.7e-25
Dvi_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dvi	Drosophila virilis	CPR	86.5	3.8e-25
Dvi_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dvi	Drosophila virilis	CPR	86.3	4.4e-25
Aga_CPR8	CPR8	Aga	Anopheles gambiae	CPR RR-1	86.3	4.5e-25
Dgr_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dgr	Drosophila grimshawi	CPR	86.1	4.9e-25
Dgr_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dgr	Drosophila grimshawi	CPR	86.1	4.9e-25
Dmo_CPR_Uncharacterized_54	CPR_Uncharacterized_54	Dmo	Drosophila mojavensis	CPR	86.1	5.2e-25
Dme_Cpr73D_iso1	Cpr73D_iso1	Dme	Drosophila melanogaster	CPR RR-2	86.0	5.3e-25
Dwi_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dwi	Drosophila willistoni	CPR	86.0	5.4e-25
Bmo_CPR112	CPR112	Bmo	Bombyx mori	CPR RR-2	86.0	5.4e-25
Bmo_CPR15	CPR15	Bmo	Bombyx mori	CPR RR-1	86.0	5.4e-25
Nlu_Cpr44	Cpr44	Nlu	Nilaparvata lugens	CPR	85.9	5.9e-25
Aga_CPR10	CPR10	Aga	Anopheles gambiae	CPR RR-2	85.9	6e-25
Aae_L008973-PA	L008973-PA	Aae	Aedes aegypti	NULL	85.8	6.3e-25
Dps_CPR_Uncharacterized_54	CPR_Uncharacterized_54	Dps	Drosophila pseudoobscura	CPR	85.8	6.4e-25
Dma_A0A0P5M683	A0A0P5M683	Dma	Daphnia magna	NULL	85.7	6.7e-25
Bmo_CPR124	CPR124	Bmo	Bombyx mori	CPR RR-2	85.6	7e-25
Lmi_CP4	CP4	Lmi	Locusta migratoria	NULL	85.6	7e-25
Foc_RR-1_18	RR-1_18	Foc	Frankliniella occidentalis	CPR RR-1	85.6	7.1e-25
Aga_CPR57	CPR57	Aga	Anopheles gambiae	CPR RR-1	85.6	7.3e-25
Dan_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dan	Drosophila ananassae	CPR	85.4	8.1e-25
Cpo_CPR67	CPR67	Cpo	Cydia pomonella	CPR RR-2	85.4	8.1e-25
Dme_Cpr49Ab	Cpr49Ab	Dme	Drosophila melanogaster	CPR RR-1	85.4	8.1e-25
Dan_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dan	Drosophila ananassae	CPR	85.4	8.2e-25
Nlu_Cpr73	Cpr73	Nlu	Nilaparvata lugens	CPR RR-2	85.4	8.2e-25
Dps_CPR_Uncharacterized_102	CPR_Uncharacterized_102	Dps	Drosophila pseudoobscura	CPR	85.4	8.3e-25
Dvi_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dvi	Drosophila virilis	CPR	85.3	8.7e-25
Cfe_Unigene9137-RR2	Unigene9137-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	85.3	8.8e-25
Api_Stylin-01	Stylin-01	Api	Acyrthosiphon pisum	CPR RR-1	85.3	9e-25
Dme_Cpr35B	Cpr35B	Dme	Drosophila melanogaster	CPR RR-2	85.1	1e-24
Foc_RR-1_15	RR-1_15	Foc	Frankliniella occidentalis	CPR RR-1	85.0	1.1e-24
Aae_L008980-PA	L008980-PA	Aae	Aedes aegypti	NULL	85.0	1.1e-24
Dmo_CPR_Uncharacterized_114	CPR_Uncharacterized_114	Dmo	Drosophila mojavensis	CPR	85.0	1.1e-24
Dwi_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dwi	Drosophila willistoni	CPR	85.0	1.1e-24
Foc_RR-1_17	RR-1_17	Foc	Frankliniella occidentalis	CPR RR-1	84.9	1.2e-24
Har_SgAbd5	SgAbd5	Har	Helicoverpa armigera	CPR RR-1	84.9	1.2e-24
Bmo_CPR79	CPR79	Bmo	Bombyx mori	CPR RR-2	84.8	1.2e-24
Dgr_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dgr	Drosophila grimshawi	CPR	84.8	1.2e-24
Bmo_CPR81	CPR81	Bmo	Bombyx mori	CPR RR-2	84.8	1.2e-24
Dsu_cpr35B	cpr35B	Dsu	Drosophila suzukii	CPR RR-2	84.7	1.3e-24
Dps_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dps	Drosophila pseudoobscura	CPR	84.7	1.3e-24
Aae_L014769-PA	L014769-PA	Aae	Aedes aegypti	NULL	84.7	1.3e-24
Dvi_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dvi	Drosophila virilis	CPR	84.7	1.4e-24
Dps_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dps	Drosophila pseudoobscura	CPR	84.6	1.5e-24
Aga_CPR69	CPR69	Aga	Anopheles gambiae	CPR RR-1	84.6	1.5e-24
