#                                                                          --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                   accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#           ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Foc_RR-1_2                      -          CPR_combined.aln     -            1.7e-71  238.1 112.4   2.6e-16   57.6   7.5   6.1   1   1   5   6   6   6   6 -
Dmo_CPR_Uncharacterized_88      -          CPR_combined.aln     -            1.2e-25   88.2   0.5   1.3e-25   88.1   0.5   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_94      -          CPR_combined.aln     -            1.2e-25   88.1   3.2   1.3e-25   88.0   3.2   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_117     -          CPR_combined.aln     -            1.2e-25   88.1  14.0   2.3e-25   87.2  14.0   1.4   1   1   0   1   1   1   1 -
Bmo_CPR97                       -          CPR_combined.aln     -            1.2e-25   88.1  30.0   5.1e-25   86.1  30.0   1.8   1   1   0   1   1   1   1 -
Bmo_CPR106                      -          CPR_combined.aln     -            1.2e-25   88.1  11.5   1.3e-25   88.0  11.5   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_90      -          CPR_combined.aln     -            1.2e-25   88.1   0.0   1.4e-25   87.9   0.0   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P5WB21                  -          CPR_combined.aln     -            1.3e-25   88.1  24.9   1.4e-13   48.7   9.2   2.0   1   1   1   2   2   2   2 | Pro-resilin
Aga_CPR80                       -          CPR_combined.aln     -            1.3e-25   88.0  36.8   5.4e-24   82.7  36.8   2.1   1   1   0   1   1   1   1 -
Sli_CP26                        -          CPR_combined.aln     -            1.3e-25   88.0  14.1   1.5e-25   87.8  14.1   1.1   1   0   0   1   1   1   1 -
Bmo_CPR5                        -          CPR_combined.aln     -            1.4e-25   87.9   0.2   1.5e-25   87.8   0.2   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_37      -          CPR_combined.aln     -            1.4e-25   87.9   0.0   1.5e-25   87.8   0.0   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_108     -          CPR_combined.aln     -            1.6e-25   87.8   0.0   1.6e-25   87.7   0.0   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_75      -          CPR_combined.aln     -            1.6e-25   87.7  22.6   1.9e-25   87.5  22.6   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_85      -          CPR_combined.aln     -            1.6e-25   87.7   0.0   1.8e-25   87.6   0.0   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_38      -          CPR_combined.aln     -            1.7e-25   87.6   0.0   1.8e-25   87.6   0.0   1.0   1   0   0   1   1   1   1 -
Aae_L015281-PA                  -          CPR_combined.aln     -            1.8e-25   87.6   7.0   1.9e-25   87.5   7.0   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_71      -          CPR_combined.aln     -              2e-25   87.4   0.3   2.3e-25   87.2   0.3   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_19      -          CPR_combined.aln     -            2.1e-25   87.3   4.5   2.2e-25   87.3   4.5   1.0   1   0   0   1   1   1   1 -
Aga_CPR30                       -          CPR_combined.aln     -            2.2e-25   87.3   1.3   2.5e-25   87.1   1.3   1.0   1   0   0   1   1   1   1 -
Dme_Cpr47Eb                     -          CPR_combined.aln     -            2.3e-25   87.2   0.1   2.6e-25   87.0   0.1   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_24      -          CPR_combined.aln     -            2.4e-25   87.2   0.3   2.5e-25   87.1   0.3   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_62      -          CPR_combined.aln     -            2.5e-25   87.1   1.1   2.8e-25   86.9   1.1   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_40      -          CPR_combined.aln     -            2.6e-25   87.0   0.0     3e-25   86.8   0.0   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr56                       -          CPR_combined.aln     -            2.7e-25   87.0   7.6   2.8e-25   86.9   7.6   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_13      -          CPR_combined.aln     -            2.8e-25   87.0   1.6   3.2e-25   86.7   1.6   1.2   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_55      -          CPR_combined.aln     -            2.8e-25   86.9   0.0   3.2e-25   86.8   0.0   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_72      -          CPR_combined.aln     -              3e-25   86.8   3.6   3.4e-25   86.7   3.6   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_133     -          CPR_combined.aln     -              3e-25   86.8   0.2   6.3e-25   85.8   0.2   1.6   1   1   0   1   1   1   1 -
Cfe_Unigene10719-RR1            -          CPR_combined.aln     -            3.2e-25   86.8   0.7   3.6e-25   86.6   0.7   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_17      -          CPR_combined.aln     -            3.4e-25   86.7   0.4   3.8e-25   86.5   0.4   1.1   1   0   0   1   1   1   1 -
Foc_RR-1_13                     -          CPR_combined.aln     -            3.4e-25   86.7   0.3   3.9e-25   86.4   0.3   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene13301-RR1            -          CPR_combined.aln     -            3.5e-25   86.6   3.2   3.7e-25   86.5   3.2   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_19      -          CPR_combined.aln     -            3.6e-25   86.6   0.3   4.4e-25   86.3   0.3   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_42      -          CPR_combined.aln     -            3.7e-25   86.5   0.2   3.9e-25   86.5   0.2   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_35      -          CPR_combined.aln     -            3.8e-25   86.5   2.2     4e-25   86.4   2.2   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_82      -          CPR_combined.aln     -            4.4e-25   86.3   0.0   5.2e-25   86.1   0.0   1.0   1   0   0   1   1   1   1 -
Aga_CPR8                        -          CPR_combined.aln     -            4.5e-25   86.3   3.0   5.1e-25   86.1   3.0   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_86      -          CPR_combined.aln     -            4.9e-25   86.1   0.2   5.1e-25   86.1   0.2   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_45      -          CPR_combined.aln     -            4.9e-25   86.1   9.2   5.7e-25   85.9   9.2   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_54      -          CPR_combined.aln     -            5.2e-25   86.1   0.0   5.7e-25   85.9   0.0   1.0   1   0   0   1   1   1   1 -
Dme_Cpr73D_iso1                 -          CPR_combined.aln     -            5.3e-25   86.0   4.7   8.3e-09   33.1   4.4   3.1   1   1   2   3   3   3   3 -
Dwi_CPR_Uncharacterized_53      -          CPR_combined.aln     -            5.4e-25   86.0   0.4   5.8e-25   85.9   0.4   1.0   1   0   0   1   1   1   1 -
Bmo_CPR112                      -          CPR_combined.aln     -            5.4e-25   86.0   3.9   5.8e-25   85.9   3.9   1.0   1   0   0   1   1   1   1 -
Bmo_CPR15                       -          CPR_combined.aln     -            5.4e-25   86.0   6.2   6.3e-25   85.8   6.2   1.1   1   0   0   1   1   1   1 -
Nlu_Cpr44                       -          CPR_combined.aln     -            5.9e-25   85.9  20.9   6.7e-25   85.7  20.9   1.0   1   0   0   1   1   1   1 -
Aga_CPR10                       -          CPR_combined.aln     -              6e-25   85.9   1.6   1.5e-24   84.5   1.6   1.6   1   1   0   1   1   1   1 -
Aae_L008973-PA                  -          CPR_combined.aln     -            6.3e-25   85.8   6.5   6.6e-25   85.7   6.5   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_54      -          CPR_combined.aln     -            6.4e-25   85.8   0.0   6.8e-25   85.7   0.0   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P5M683                  -          CPR_combined.aln     -            6.7e-25   85.7  27.6   1.3e-14   52.1   1.0   2.0   1   1   1   2   2   2   2 -
Bmo_CPR124                      -          CPR_combined.aln     -              7e-25   85.6  21.6     7e-25   85.6  21.6   1.6   1   1   1   2   2   1   1 -
Lmi_CP4                         -          CPR_combined.aln     -              7e-25   85.6   8.3   7.3e-25   85.6   8.3   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_18                     -          CPR_combined.aln     -            7.1e-25   85.6   0.0   9.8e-25   85.2   0.0   1.3   1   0   0   1   1   1   1 -
Aga_CPR57                       -          CPR_combined.aln     -            7.3e-25   85.6   0.0   8.3e-25   85.4   0.0   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_87      -          CPR_combined.aln     -            8.1e-25   85.4   0.1   8.8e-25   85.3   0.1   1.0   1   0   0   1   1   1   1 -
Cpo_CPR67                       -          CPR_combined.aln     -            8.1e-25   85.4   0.8   8.8e-25   85.3   0.8   1.1   1   0   0   1   1   1   1 -
Dme_Cpr49Ab                     -          CPR_combined.aln     -            8.1e-25   85.4   2.5   2.1e-24   84.1   2.5   1.6   1   1   0   1   1   1   1 -
Dan_CPR_Uncharacterized_11      -          CPR_combined.aln     -            8.2e-25   85.4   0.5   8.5e-25   85.4   0.5   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr73                       -          CPR_combined.aln     -            8.2e-25   85.4   9.7   8.7e-25   85.3   9.7   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_102     -          CPR_combined.aln     -            8.3e-25   85.4   5.1   1.1e-24   85.0   5.1   1.1   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_76      -          CPR_combined.aln     -            8.7e-25   85.3   0.0   9.3e-25   85.2   0.0   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene9137-RR2             -          CPR_combined.aln     -            8.8e-25   85.3   5.4     1e-24   85.1   5.4   1.0   1   0   0   1   1   1   1 -
Api_Stylin-01                   -          CPR_combined.aln     -              9e-25   85.3   4.1   9.4e-25   85.2   4.1   1.0   1   0   0   1   1   1   1 -
Dme_Cpr35B                      -          CPR_combined.aln     -              1e-24   85.1  24.1   1.2e-24   84.8  24.1   1.1   1   0   0   1   1   1   1 -
Foc_RR-1_15                     -          CPR_combined.aln     -            1.1e-24   85.0   0.6   1.1e-24   84.9   0.6   1.0   1   0   0   1   1   1   1 -
Aae_L008980-PA                  -          CPR_combined.aln     -            1.1e-24   85.0   6.7   1.1e-24   85.0   6.7   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_114     -          CPR_combined.aln     -            1.1e-24   85.0  11.4   1.6e-24   84.4  11.4   1.3   1   1   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_51      -          CPR_combined.aln     -            1.1e-24   85.0   0.5   1.1e-24   84.9   0.5   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_17                     -          CPR_combined.aln     -            1.2e-24   84.9  23.7   1.2e-24   84.9  23.7   2.8   1   1   1   3   3   1   1 -
Har_SgAbd5                      -          CPR_combined.aln     -            1.2e-24   84.9   0.1   1.3e-24   84.8   0.1   1.0   1   0   0   1   1   1   1 -
Bmo_CPR79                       -          CPR_combined.aln     -            1.2e-24   84.8  12.8   1.2e-24   84.8  12.8   2.9   1   1   1   2   2   1   1 -
Dgr_CPR_Uncharacterized_B       -          CPR_combined.aln     -            1.2e-24   84.8   5.5   1.5e-24   84.6   5.5   1.2   1   0   0   1   1   1   1 -
Bmo_CPR81                       -          CPR_combined.aln     -            1.2e-24   84.8   6.6   1.5e-24   84.5   6.6   1.1   1   0   0   1   1   1   1 -
Dsu_cpr35B                      -          CPR_combined.aln     -            1.3e-24   84.7  24.1   1.6e-24   84.5  24.1   1.1   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_45      -          CPR_combined.aln     -            1.3e-24   84.7   0.3   1.5e-24   84.6   0.3   1.0   1   0   0   1   1   1   1 -
Aae_L014769-PA                  -          CPR_combined.aln     -            1.3e-24   84.7   7.8   1.4e-24   84.7   7.8   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_33      -          CPR_combined.aln     -            1.4e-24   84.7   0.1   1.4e-24   84.6   0.1   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_60      -          CPR_combined.aln     -            1.5e-24   84.6   0.4   1.6e-24   84.5   0.4   1.0   1   0   0   1   1   1   1 -
Aga_CPR69                       -          CPR_combined.aln     -            1.5e-24   84.6   0.0   2.7e-24   83.7   0.0   1.6   1   1   0   1   1   1   1 -
Dme_Cpr65Au                     -          CPR_combined.aln     -            1.6e-24   84.5   0.0   1.8e-24   84.3   0.0   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_41      -          CPR_combined.aln     -            1.6e-24   84.5   0.8   1.7e-24   84.3   0.8   1.0   1   0   0   1   1   1   1 -
Aga_CPR151                      -          CPR_combined.aln     -            1.7e-24   84.3   5.5   1.9e-24   84.2   5.5   1.0   1   0   0   1   1   1   1 -
Bmo_CPR120                      -          CPR_combined.aln     -            1.7e-24   84.3  21.4   6.2e-24   82.5  21.4   1.7   1   1   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_52      -          CPR_combined.aln     -            1.8e-24   84.3   0.0   1.9e-24   84.2   0.0   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_52      -          CPR_combined.aln     -            1.8e-24   84.3   3.2     2e-24   84.1   3.2   1.0   1   0   0   1   1   1   1 -
Bmo_CPR113                      -          CPR_combined.aln     -            1.9e-24   84.2   7.8     2e-24   84.1   7.8   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr45                       -          CPR_combined.aln     -            1.9e-24   84.2  14.7     2e-24   84.1  14.7   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_49      -          CPR_combined.aln     -            1.9e-24   84.2   1.0   2.1e-24   84.1   1.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR12                       -          CPR_combined.aln     -            2.1e-24   84.1  23.6   2.1e-24   84.1  23.6   2.3   1   1   1   2   2   1   1 -
Aga_CPR133                      -          CPR_combined.aln     -            2.2e-24   84.0   7.0   7.5e-23   79.0   7.8   2.0   2   0   0   2   2   1   1 -
Dvi_CPR_Uncharacterized_57      -          CPR_combined.aln     -            2.5e-24   83.8   0.3   2.5e-24   83.8   0.3   1.0   1   0   0   1   1   1   1 -
Aga_CPR153                      -          CPR_combined.aln     -            2.6e-24   83.8   7.2   7.6e-23   79.0   7.8   2.0   2   0   0   2   2   1   1 -
Bmo_CPR108                      -          CPR_combined.aln     -            2.6e-24   83.7  11.2   2.8e-24   83.7  11.2   1.0   1   0   0   1   1   1   1 -
Mpe_CP4                         -          CPR_combined.aln     -            2.7e-24   83.7   4.8   2.8e-24   83.7   4.8   1.0   1   0   0   1   1   1   1 -
Mpe_Stylin-01                   -          CPR_combined.aln     -            2.7e-24   83.7   4.8   2.8e-24   83.7   4.8   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_39      -          CPR_combined.aln     -            2.7e-24   83.7   5.2   3.1e-24   83.5   5.2   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_87      -          CPR_combined.aln     -            2.8e-24   83.7   3.4   3.3e-24   83.4   3.4   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_12      -          CPR_combined.aln     -            2.9e-24   83.6   1.1   3.2e-24   83.5   1.1   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_14      -          CPR_combined.aln     -              3e-24   83.6   3.8   3.2e-24   83.5   3.8   1.0   1   0   0   1   1   1   1 -
Mse_LCP-14                      -          CPR_combined.aln     -            3.1e-24   83.5   2.2   3.5e-24   83.3   2.2   1.0   1   0   0   1   1   1   1 -
Dme_LCP1                        -          CPR_combined.aln     -            3.1e-24   83.5   0.4   3.4e-24   83.4   0.4   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_3                      -          CPR_combined.aln     -            3.3e-24   83.4   0.6   3.6e-24   83.3   0.6   1.0   1   0   0   1   1   1   1 -
Foc_RR-2_16                     -          CPR_combined.aln     -            3.3e-24   83.4   5.3   3.4e-24   83.4   5.3   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_105     -          CPR_combined.aln     -            3.4e-24   83.4   0.8   3.8e-24   83.2   0.8   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_50      -          CPR_combined.aln     -            3.6e-24   83.3  22.1   4.7e-24   82.9  22.1   1.2   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_2       -          CPR_combined.aln     -            3.7e-24   83.2   1.3   4.1e-24   83.1   1.3   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_30      -          CPR_combined.aln     -            3.8e-24   83.2   0.1   4.5e-24   83.0   0.1   1.1   1   0   0   1   1   1   1 -
Dme_Cpr78E                      -          CPR_combined.aln     -            3.9e-24   83.2   0.8   4.5e-24   83.0   0.8   1.0   1   0   0   1   1   1   1 -
Bmo_CPR159                      -          CPR_combined.aln     -            4.1e-24   83.1  12.2   4.3e-24   83.0  12.2   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_11      -          CPR_combined.aln     -            4.6e-24   83.0   0.0   4.9e-24   82.9   0.0   1.0   1   0   0   1   1   1   1 -
Aga_CPR63                       -          CPR_combined.aln     -            4.8e-24   82.9  14.7   5.8e-24   82.6  14.7   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_33      -          CPR_combined.aln     -            5.1e-24   82.8   0.6   5.5e-24   82.7   0.6   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_A       -          CPR_combined.aln     -            5.4e-24   82.7   4.2   7.2e-24   82.3   4.2   1.2   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_72      -          CPR_combined.aln     -            5.4e-24   82.7   0.3   5.6e-24   82.7   0.3   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_31      -          CPR_combined.aln     -            5.5e-24   82.7   0.7     6e-24   82.6   0.7   1.0   1   0   0   1   1   1   1 -
Lmi_Abd-5                       -          CPR_combined.aln     -            6.4e-24   82.5   0.6   7.3e-24   82.3   0.6   1.0   1   0   0   1   1   1   1 -
Aga_CPR31                       -          CPR_combined.aln     -            6.4e-24   82.5   0.2   7.3e-24   82.3   0.2   1.0   1   0   0   1   1   1   1 -
Bmo_CPR17                       -          CPR_combined.aln     -            6.6e-24   82.4   8.2   7.1e-24   82.3   8.2   1.0   1   0   0   1   1   1   1 -
Aae_L008996-PA                  -          CPR_combined.aln     -            6.9e-24   82.4   9.3   7.2e-24   82.3   9.3   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_45      -          CPR_combined.aln     -              7e-24   82.3   0.2   7.6e-24   82.2   0.2   1.0   1   0   0   1   1   1   1 -
Aga_CPR105                      -          CPR_combined.aln     -            7.8e-24   82.2   0.0   9.4e-24   81.9   0.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR110                      -          CPR_combined.aln     -            8.1e-24   82.2  12.3   8.6e-24   82.1  12.3   1.0   1   0   0   1   1   1   1 -
Bmo_CPR28                       -          CPR_combined.aln     -            8.9e-24   82.0   0.1     1e-23   81.8   0.1   1.0   1   0   0   1   1   1   1 -
Dme_Pcp                         -          CPR_combined.aln     -            8.9e-24   82.0   4.4   9.5e-24   81.9   4.4   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_95      -          CPR_combined.aln     -            9.2e-24   82.0   0.0     1e-23   81.8   0.0   1.0   1   0   0   1   1   1   1 -
Dme_Cpr47Eg                     -          CPR_combined.aln     -              1e-23   81.8   0.2   1.1e-23   81.7   0.2   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_B       -          CPR_combined.aln     -              1e-23   81.8   6.6   1.3e-23   81.5   6.6   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_21      -          CPR_combined.aln     -            1.1e-23   81.8   0.6   1.1e-23   81.7   0.6   1.0   1   0   0   1   1   1   1 -
Bmo_CPR36                       -          CPR_combined.aln     -            1.1e-23   81.7   2.9   2.1e-23   80.8   2.9   1.7   1   1   0   1   1   1   1 -
Dme_Lcp9                        -          CPR_combined.aln     -            1.1e-23   81.7   0.4   1.2e-23   81.6   0.4   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_52      -          CPR_combined.aln     -            1.2e-23   81.6   1.3   1.4e-23   81.4   1.3   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr51                       -          CPR_combined.aln     -            1.2e-23   81.5  15.9   1.4e-23   81.4  15.9   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr72                       -          CPR_combined.aln     -            1.2e-23   81.5  11.6   1.4e-23   81.4  11.6   1.1   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_40      -          CPR_combined.aln     -            1.3e-23   81.5   0.1   1.3e-23   81.4   0.1   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_93      -          CPR_combined.aln     -            1.3e-23   81.5   0.0   1.5e-23   81.3   0.0   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_52      -          CPR_combined.aln     -            1.3e-23   81.5   0.0   1.4e-23   81.4   0.0   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_52      -          CPR_combined.aln     -            1.3e-23   81.5   1.9   1.5e-23   81.3   1.9   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_34      -          CPR_combined.aln     -            1.4e-23   81.4   0.6   1.5e-23   81.2   0.6   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_44      -          CPR_combined.aln     -            1.4e-23   81.3   0.3   1.5e-23   81.3   0.3   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr89                       -          CPR_combined.aln     -            1.5e-23   81.3   3.9   1.5e-23   81.2   3.9   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_23      -          CPR_combined.aln     -            1.6e-23   81.2   0.4   1.7e-23   81.1   0.4   1.0   1   0   0   1   1   1   1 -
Dme_LCP2                        -          CPR_combined.aln     -            1.6e-23   81.2   0.4   1.8e-23   81.1   0.4   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_25      -          CPR_combined.aln     -            1.6e-23   81.2   1.1   1.8e-23   81.0   1.1   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr50                       -          CPR_combined.aln     -            1.7e-23   81.1  17.7   1.7e-23   81.1  17.7   1.2   1   0   0   1   1   1   1 -
Bmo_CPR29                       -          CPR_combined.aln     -            1.8e-23   81.0   0.0     2e-23   80.8   0.0   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_11                     -          CPR_combined.aln     -            1.8e-23   81.0   7.0   1.8e-23   81.0   7.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR16                       -          CPR_combined.aln     -              2e-23   80.9   1.0   2.3e-23   80.7   1.0   1.0   1   0   0   1   1   1   1 -
Aga_CPR7                        -          CPR_combined.aln     -            2.1e-23   80.8   2.8   2.3e-23   80.7   2.8   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_66      -          CPR_combined.aln     -            2.1e-23   80.8   1.8   2.1e-23   80.8   1.8   1.0   1   0   0   1   1   1   1 -
Dma_A0A165AJR0                  -          CPR_combined.aln     -            2.6e-23   80.5   2.6   3.2e-23   80.2   2.6   1.4   1   1   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_13      -          CPR_combined.aln     -            2.7e-23   80.4  40.5   2.7e-23   80.4  40.5   1.6   1   1   0   1   1   1   1 -
Dps_CPR_Uncharacterized_16      -          CPR_combined.aln     -            2.8e-23   80.4   9.8   2.9e-23   80.3   9.8   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr88                       -          CPR_combined.aln     -            2.8e-23   80.4   0.5   3.1e-23   80.3   0.5   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_77      -          CPR_combined.aln     -            2.8e-23   80.4   0.0     3e-23   80.3   0.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR111                      -          CPR_combined.aln     -              3e-23   80.3  24.3   9.9e-23   78.6  24.3   1.7   1   1   0   1   1   1   1 -
Dan_CPR_Uncharacterized_26      -          CPR_combined.aln     -            3.1e-23   80.3   0.5   3.3e-23   80.1   0.5   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_46      -          CPR_combined.aln     -            3.2e-23   80.2   1.2   3.2e-23   80.2   1.2   1.5   1   1   1   2   2   1   1 -
Lmi_Abd-3                       -          CPR_combined.aln     -            3.2e-23   80.2   5.8   3.8e-23   80.0   5.8   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_39      -          CPR_combined.aln     -            3.4e-23   80.1   0.0   3.6e-23   80.0   0.0   1.0   1   0   0   1   1   1   1 -
Lmi_Abd-6                       -          CPR_combined.aln     -            4.1e-23   79.8   0.0   4.8e-23   79.6   0.0   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_53      -          CPR_combined.aln     -            4.1e-23   79.8  22.5   5.7e-22   76.1  22.5   2.0   1   1   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_43      -          CPR_combined.aln     -            4.2e-23   79.8   2.6   4.3e-23   79.8   2.6   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene18895-RR2            -          CPR_combined.aln     -            4.5e-23   79.7  27.8   3.6e-22   76.8  27.8   2.1   1   1   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_110     -          CPR_combined.aln     -            4.7e-23   79.7   2.4   5.1e-23   79.5   2.4   1.0   1   0   0   1   1   1   1 -
Dme_Lcp65Ab1                    -          CPR_combined.aln     -              5e-23   79.6   0.0   5.5e-23   79.4   0.0   1.0   1   0   0   1   1   1   1 -
Dme_Lcp65Ab2                    -          CPR_combined.aln     -              5e-23   79.6   0.0   5.5e-23   79.4   0.0   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr74                       -          CPR_combined.aln     -            5.2e-23   79.5   5.0   6.6e-23   79.2   5.0   1.2   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_99      -          CPR_combined.aln     -            5.3e-23   79.5   0.2   5.9e-23   79.3   0.2   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr14                       -          CPR_combined.aln     -            5.4e-23   79.5   9.3   5.4e-23   79.5   9.3   2.7   1   1   2   3   3   1   1 -
Pps_CPR1                        -          CPR_combined.aln     -              6e-23   79.3   4.6   6.7e-23   79.2   4.6   1.0   1   0   0   1   1   1   1 -
Cfe_CL971.Contig1-RR2           -          CPR_combined.aln     -            6.1e-23   79.3   4.1   6.6e-23   79.2   4.1   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_50      -          CPR_combined.aln     -              7e-23   79.1  14.4   1.3e-21   75.0  14.4   2.0   1   1   0   1   1   1   1 -
Nlu_Cpr93                       -          CPR_combined.aln     -            7.1e-23   79.1  21.1   7.6e-23   79.0  21.1   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_120     -          CPR_combined.aln     -            7.2e-23   79.1  24.0   7.2e-23   79.1  24.0   1.5   1   1   1   2   2   1   1 -
Dgr_CPR_Uncharacterized_64      -          CPR_combined.aln     -            7.5e-23   79.0  22.3   1.4e-22   78.1  22.3   1.5   1   1   0   1   1   1   1 -
