protein_id	protein_name	species_code	species_name	current_family	CPLCP_score	CPLCP_evalue	CPLCP_confident	classifier_prediction	confidence	status	feature_validation	length	CPLCP_feature_score	CPLCP_feature_class	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	weird_characters
Dma_A0A0N8CZ78	A0A0N8CZ78	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	171	1	weak_CPLCP_feature_support	7.0	9.9	1.2	5.8	1.8	6.4	45.0	2.5	2	0	0	0	0	
Dma_A0A0N8D4S4	A0A0N8D4S4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	332	2	weak_CPLCP_feature_support	10.2	3.9	1.8	4.8	1.5	5.4	27.5	0.0	1	0	0	0	0	
Dma_A0A0N8D726	A0A0N8D726	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	2136	3	moderate_CPLCP_feature_support	4.3	7.6	2.2	6.1	2.0	5.3	37.5	2.5	2	5	0	2	1	
Dma_A0A0N8DDM6	A0A0N8DDM6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	256	2	weak_CPLCP_feature_support	6.6	4.3	6.2	2.3	2.0	27.7	35.0	0.0	0	0	0	1	5	
Dma_A0A0N8DN86	A0A0N8DN86	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	531	2	weak_CPLCP_feature_support	6.4	8.3	6.6	4.3	1.9	5.3	25.0	2.5	2	2	0	0	0	
Dma_A0A0N8E2J7	A0A0N8E2J7	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	223	4	moderate_CPLCP_feature_support	10.3	5.8	9.9	6.3	2.2	4.9	26.2	5.0	6	0	0	0	0	
Dma_A0A0N8EDG8	A0A0N8EDG8	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	191	1	weak_CPLCP_feature_support	6.8	6.8	4.7	3.7	1.6	5.2	31.2	2.5	2	0	0	0	0	
Dma_A0A0P4WQY2	A0A0P4WQY2	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	724	3	moderate_CPLCP_feature_support	8.0	11.5	0.8	1.5	0.6	2.3	46.2	2.5	15	0	0	0	0	
Dma_A0A0P4WUQ4	A0A0P4WUQ4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	422	1	weak_CPLCP_feature_support	4.3	8.3	2.6	5.2	0.9	5.7	31.2	0.0	0	1	0	0	0	
Dma_A0A0P4X051	A0A0P4X051	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	1423	3	moderate_CPLCP_feature_support	5.4	6.2	2.7	3.0	1.8	5.6	35.0	0.0	5	2	0	0	0	
Dma_A0A0P4XDN4	A0A0P4XDN4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	322	1	weak_CPLCP_feature_support	7.8	6.8	9.3	7.5	2.8	3.1	25.0	3.8	1	1	0	0	0	
Dma_A0A0P4Y9X6	A0A0P4Y9X6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	1440	4	moderate_CPLCP_feature_support	6.7	6.1	3.1	4.4	2.5	5.8	30.0	2.5	5	2	0	1	0	
Dma_A0A0P4YEF1	A0A0P4YEF1	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	111	1	weak_CPLCP_feature_support	2.7	2.7	9.0	4.5	0.0	11.7	25.0	0.0	0	1	0	0	0	
Dma_A0A0P4YRK4	A0A0P4YRK4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	745	3	moderate_CPLCP_feature_support	7.5	6.3	2.7	3.6	1.9	5.0	40.0	5.0	4	4	0	0	0	
Dma_A0A0P4ZIY8	A0A0P4ZIY8	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	1129	5	strong_CPLCP_feature_support	7.0	5.9	2.7	5.2	1.9	4.4	32.5	5.0	8	3	0	2	1	
Dma_A0A0P5AHU6	A0A0P5AHU6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	717	2	weak_CPLCP_feature_support	4.3	7.1	2.4	3.2	2.2	4.3	37.5	3.8	3	2	0	0	0	
Dma_A0A0P5AHY8	A0A0P5AHY8	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	642	5	strong_CPLCP_feature_support	8.6	9.2	2.8	6.1	2.5	5.8	37.5	6.2	6	0	0	1	0	
Dma_A0A0P5AUA9	A0A0P5AUA9	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	516	4	moderate_CPLCP_feature_support	8.3	12.0	2.9	3.7	3.9	5.0	30.0	3.8	9	1	0	1	0	
Dma_A0A0P5BBW0	A0A0P5BBW0	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	274	2	weak_CPLCP_feature_support	7.7	8.8	6.2	2.9	4.7	12.4	22.5	10.0	4	1	0	1	1	
Dma_A0A0P5BF08	A0A0P5BF08	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	369	1	weak_CPLCP_feature_support	7.6	6.2	4.6	3.0	3.3	4.9	33.8	3.8	4	0	0	0	0	
Dma_A0A0P5BKY0	A0A0P5BKY0	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	313	2	weak_CPLCP_feature_support	3.5	11.5	1.6	2.9	4.5	4.5	43.8	2.5	2	0	0	1	0	
Dma_A0A0P5CQN1	A0A0P5CQN1	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	no_CPLCP_support	273	0	no_CPLCP_feature_support	5.1	12.5	5.5	5.9	1.8	7.7	18.8	1.2	3	1	0	0	0	
Dma_A0A0P5CTZ7	A0A0P5CTZ7	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	113	1	weak_CPLCP_feature_support	5.3	14.2	8.0	8.0	0.9	5.3	28.8	1.2	2	1	0	0	0	
Dma_A0A0P5DQE9	A0A0P5DQE9	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	621	2	weak_CPLCP_feature_support	5.5	8.2	2.7	3.4	1.1	5.8	37.5	0.0	4	2	0	0	0	
Dma_A0A0P5DRY5	A0A0P5DRY5	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	183	1	weak_CPLCP_feature_support	6.6	7.7	9.3	9.3	2.2	2.7	37.5	2.5	0	1	0	0	0	
Dma_A0A0P5E3A2	A0A0P5E3A2	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	204	3	moderate_CPLCP_feature_support	8.3	9.8	7.8	6.9	1.0	2.5	25.0	1.2	0	2	0	0	0	
Dma_A0A0P5EA36	A0A0P5EA36	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	520	4	moderate_CPLCP_feature_support	8.5	9.2	9.2	2.3	2.7	10.4	20.0	1.2	11	2	0	1	2	
Dma_A0A0P5EJV0	A0A0P5EJV0	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	1355	5	strong_CPLCP_feature_support	9.2	18.5	1.6	4.9	0.8	2.7	31.2	5.0	56	2	0	0	0	
Dma_A0A0P5EZ95	A0A0P5EZ95	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	225	4	moderate_CPLCP_feature_support	8.9	8.4	8.0	7.1	3.1	7.1	25.0	3.8	5	1	0	1	0	
Dma_A0A0P5FUH3	A0A0P5FUH3	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	360	1	weak_CPLCP_feature_support	4.4	8.3	1.9	3.1	1.4	9.7	26.2	0.0	0	0	0	0	0	
Dma_A0A0P5FYS6	A0A0P5FYS6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	731	1	weak_CPLCP_feature_support	18.6	4.4	12.0	9.2	1.0	2.3	20.0	0.0	4	0	0	0	0	
Dma_A0A0P5G9T5	A0A0P5G9T5	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	266	4	moderate_CPLCP_feature_support	9.4	10.5	3.4	1.9	4.1	3.8	23.8	5.0	6	1	0	1	0	
Dma_A0A0P5GAQ1	A0A0P5GAQ1	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	4725	4	moderate_CPLCP_feature_support	5.2	8.7	1.7	5.7	1.5	4.9	32.5	3.8	20	2	0	4	1	
Dma_A0A0P5GEN8	A0A0P5GEN8	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	881	3	moderate_CPLCP_feature_support	4.0	5.9	2.6	3.1	0.6	5.9	46.2	0.0	5	2	0	0	0	
Dma_A0A0P5GHN5	A0A0P5GHN5	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	106	2	weak_CPLCP_feature_support	7.5	16.0	8.5	1.9	3.8	6.6	18.8	5.0	2	3	0	0	0	
Dma_A0A0P5GQN5	A0A0P5GQN5	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	258	1	weak_CPLCP_feature_support	7.8	7.0	3.5	3.1	0.4	8.1	32.5	0.0	0	0	0	0	0	
Dma_A0A0P5GXK9	A0A0P5GXK9	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	177	2	weak_CPLCP_feature_support	7.3	6.8	9.6	5.1	1.7	9.6	38.8	3.8	5	1	0	0	0	
Dma_A0A0P5GYD2	A0A0P5GYD2	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	596	3	moderate_CPLCP_feature_support	22.1	4.2	6.0	5.0	0.2	23.3	35.0	0.0	12	1	0	0	1	
Dma_A0A0P5HJP0 | CPR78Cc	A0A0P5HJP0 | CPR78Cc	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	619	3	moderate_CPLCP_feature_support	6.3	7.4	5.3	4.0	2.7	8.9	26.2	3.8	5	4	0	0	0	
Dma_A0A0P5HSS6	A0A0P5HSS6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	450	2	weak_CPLCP_feature_support	4.4	7.8	4.2	4.2	2.9	8.2	35.0	2.5	1	2	0	0	0	
Dma_A0A0P5J5X1	A0A0P5J5X1	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	521	3	moderate_CPLCP_feature_support	22.6	2.9	1.7	3.1	0.0	27.6	25.0	0.0	6	1	0	0	1	
Dma_A0A0P5J823	A0A0P5J823	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	573	3	moderate_CPLCP_feature_support	3.7	7.2	1.7	5.9	2.3	6.8	41.2	1.2	1	2	0	1	0	
Dma_A0A0P5J9L4	A0A0P5J9L4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	526	2	weak_CPLCP_feature_support	6.3	4.6	2.5	4.6	1.9	6.5	28.8	1.2	0	2	0	0	0	
Dma_A0A0P5JSZ5	A0A0P5JSZ5	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	574	3	moderate_CPLCP_feature_support	8.7	8.7	2.1	3.7	1.9	5.6	26.2	2.5	3	0	0	2	0	
Dma_A0A0P5KHH2	A0A0P5KHH2	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	1184	3	moderate_CPLCP_feature_support	4.9	4.4	4.8	7.8	2.5	4.1	42.5	1.2	2	2	0	2	0	
Dma_A0A0P5KJ62	A0A0P5KJ62	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	314	2	weak_CPLCP_feature_support	9.2	4.1	2.5	5.1	1.9	6.4	33.8	0.0	0	0	0	0	0	
Dma_A0A0P5KRG6	A0A0P5KRG6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	455	1	weak_CPLCP_feature_support	6.2	9.7	6.8	4.6	1.3	7.3	27.5	1.2	2	1	0	0	0	
Dma_A0A0P5L1Q6	A0A0P5L1Q6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	1045	2	weak_CPLCP_feature_support	6.8	7.0	2.9	1.7	0.6	8.5	33.8	0.0	5	0	0	0	0	
Dma_A0A0P5LSH1	A0A0P5LSH1	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	1296	3	moderate_CPLCP_feature_support	15.7	10.0	0.6	2.0	0.8	3.4	27.5	2.5	21	1	0	0	0	
Dma_A0A0P5M4M9	A0A0P5M4M9	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	925	4	moderate_CPLCP_feature_support	11.4	4.9	3.0	5.9	1.1	15.9	32.5	0.0	10	2	0	0	0	
Dma_A0A0P5M683	A0A0P5M683	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	324	5	strong_CPLCP_feature_support	8.3	5.9	7.7	5.9	2.2	8.0	33.8	5.0	7	2	0	0	0	
Dma_A0A0P5M6B2	A0A0P5M6B2	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	303	1	weak_CPLCP_feature_support	7.3	7.6	1.0	6.6	1.3	5.0	36.2	2.5	1	0	0	0	0	
Dma_A0A0P5MKK7	A0A0P5MKK7	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	1069	2	weak_CPLCP_feature_support	4.4	5.3	5.3	2.4	2.3	5.6	25.0	1.2	4	5	0	0	0	
Dma_A0A0P5MQ50	A0A0P5MQ50	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	583	2	weak_CPLCP_feature_support	7.2	8.1	1.5	9.4	0.5	3.1	35.0	0.0	9	0	0	0	0	
Dma_A0A0P5PEI8 | Pro-resilin	A0A0P5PEI8 | Pro-resilin	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	387	3	moderate_CPLCP_feature_support	9.6	5.2	5.9	3.4	1.0	8.0	31.2	1.2	3	2	0	0	0	
Dma_A0A0P5Q3J5	A0A0P5Q3J5	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	1254	5	strong_CPLCP_feature_support	8.1	7.8	4.8	4.6	1.8	9.2	37.5	3.8	6	8	0	2	0	
Dma_A0A0P5S9E1	A0A0P5S9E1	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	125	1	weak_CPLCP_feature_support	5.6	4.0	5.6	4.8	0.8	13.6	38.8	1.2	1	1	0	0	0	
Dma_A0A0P5S9M7	A0A0P5S9M7	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	1828	3	moderate_CPLCP_feature_support	20.6	4.5	6.4	5.1	0.7	21.7	23.8	1.2	40	4	0	0	0	
Dma_A0A0P5STA8	A0A0P5STA8	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	530	4	moderate_CPLCP_feature_support	7.4	9.2	6.8	7.9	2.6	5.5	35.0	6.2	19	2	0	0	0	
Dma_A0A0P5SW44	A0A0P5SW44	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	200	1	weak_CPLCP_feature_support	6.5	8.0	3.5	4.5	0.0	6.0	26.2	0.0	2	0	0	0	0	
Dma_A0A0P5TNV1	A0A0P5TNV1	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	844	3	moderate_CPLCP_feature_support	17.1	9.4	10.1	6.3	1.1	2.3	18.8	0.0	22	4	0	0	0	
Dma_A0A0P5TR26	A0A0P5TR26	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	303	1	weak_CPLCP_feature_support	3.0	6.3	5.0	7.3	1.0	3.3	42.5	1.2	0	0	0	0	0	
Dma_A0A0P5U952	A0A0P5U952	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	583	1	weak_CPLCP_feature_support	6.7	9.9	3.9	4.8	1.5	2.1	38.8	0.0	4	0	0	0	0	
Dma_A0A0P5UJZ3	A0A0P5UJZ3	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	467	4	moderate_CPLCP_feature_support	8.6	7.3	2.6	1.1	1.3	6.9	32.5	0.0	6	2	0	0	0	
Dma_A0A0P5UWJ6 | 66D-like	A0A0P5UWJ6 | 66D-like	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	246	3	moderate_CPLCP_feature_support	8.5	7.3	2.8	4.1	4.5	5.7	32.5	3.8	0	0	0	1	0	
Dma_A0A0P5VBF7	A0A0P5VBF7	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	288	1	weak_CPLCP_feature_support	7.3	9.4	3.5	3.1	1.7	7.3	30.0	0.0	4	0	0	0	0	
Dma_A0A0P5VG56	A0A0P5VG56	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	1119	3	moderate_CPLCP_feature_support	7.8	7.0	2.4	3.1	2.6	7.5	27.5	3.8	7	2	0	0	0	
Dma_A0A0P5VHX6	A0A0P5VHX6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	161	2	weak_CPLCP_feature_support	8.7	7.5	3.7	5.6	1.9	6.8	30.0	2.5	0	0	0	0	0	
Dma_A0A0P5VJX3	A0A0P5VJX3	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	312	2	weak_CPLCP_feature_support	10.3	1.6	21.5	6.7	0.0	2.2	33.8	0.0	1	0	0	0	0	
Dma_A0A0P5VU19	A0A0P5VU19	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	193	1	weak_CPLCP_feature_support	6.7	6.2	5.2	6.7	2.6	8.3	35.0	3.8	4	0	0	0	0	
Dma_A0A0P5W9D9	A0A0P5W9D9	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	674	2	weak_CPLCP_feature_support	8.2	8.2	2.7	4.5	1.9	7.4	33.8	3.8	1	0	0	0	0	
Dma_A0A0P5WB21 | Pro-resilin	A0A0P5WB21 | Pro-resilin	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	342	4	moderate_CPLCP_feature_support	7.9	9.9	7.9	7.9	2.9	6.1	40.0	6.2	15	2	0	0	0	
Dma_A0A0P5WDI2	A0A0P5WDI2	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	138	3	moderate_CPLCP_feature_support	11.6	7.2	13.0	9.4	1.4	5.8	26.2	2.5	0	2	0	0	0	
Dma_A0A0P5WJM5	A0A0P5WJM5	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	479	3	moderate_CPLCP_feature_support	4.0	7.5	3.8	6.1	3.1	8.6	33.8	7.5	1	2	0	0	0	
Dma_A0A0P5WUA4	A0A0P5WUA4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	1216	5	strong_CPLCP_feature_support	20.6	8.4	3.7	1.7	2.2	6.2	27.5	1.2	34	5	0	1	0	
Dma_A0A0P5X4A2	A0A0P5X4A2	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	444	2	weak_CPLCP_feature_support	4.3	9.7	0.7	4.7	1.8	4.1	36.2	2.5	7	0	0	0	0	
Dma_A0A0P5XM77	A0A0P5XM77	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	422	2	weak_CPLCP_feature_support	6.6	6.2	4.0	2.6	0.9	4.5	32.5	0.0	3	4	0	0	0	
Dma_A0A0P5XUG0	A0A0P5XUG0	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	499	2	weak_CPLCP_feature_support	7.8	4.6	7.4	1.6	1.2	4.6	38.8	3.8	2	2	0	0	0	
Dma_A0A0P5Y6E4	A0A0P5Y6E4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	374	1	weak_CPLCP_feature_support	3.7	5.3	3.7	7.0	2.4	8.0	31.2	2.5	0	0	0	0	0	
Dma_A0A0P5YCK0	A0A0P5YCK0	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	482	2	weak_CPLCP_feature_support	9.1	8.9	2.5	6.2	1.9	9.1	41.2	1.2	3	1	0	0	0	
Dma_A0A0P5YD00	A0A0P5YD00	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	1606	4	moderate_CPLCP_feature_support	14.3	14.6	10.1	9.6	0.3	3.4	45.0	0.0	61	4	0	0	0	
Dma_A0A0P5YEB4	A0A0P5YEB4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	no_CPLCP_support	576	0	no_CPLCP_feature_support	2.6	10.1	1.6	7.5	0.7	10.1	23.8	0.0	1	1	0	0	0	
Dma_A0A0P5YHQ6	A0A0P5YHQ6	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	211	2	weak_CPLCP_feature_support	10.4	5.7	14.7	7.6	0.5	2.8	32.5	0.0	1	1	0	0	0	
Dma_A0A0P5YKU8	A0A0P5YKU8	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	131	3	moderate_CPLCP_feature_support	6.1	7.6	13.0	7.6	3.8	7.6	32.5	6.2	1	0	0	1	0	
Dma_A0A0P5YRA0	A0A0P5YRA0	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	1465	4	moderate_CPLCP_feature_support	5.5	7.5	2.5	5.5	2.0	7.6	32.5	3.8	11	3	0	1	0	
Dma_A0A0P5YRM3	A0A0P5YRM3	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	142	2	weak_CPLCP_feature_support	8.5	5.6	3.5	5.6	0.7	7.0	43.8	1.2	0	0	0	0	0	
Dma_A0A0P5YVL4	A0A0P5YVL4	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	256	2	weak_CPLCP_feature_support	9.0	5.5	8.2	7.0	2.7	3.9	23.8	5.0	2	0	0	0	0	
Dma_A0A0P5YWX1	A0A0P5YWX1	Dma	Daphnia magna	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	382	1	weak_CPLCP_feature_support	2.9	6.5	5.2	5.0	1.8	10.2	31.2	1.2	1	0	0	0	0	
