protein_id	protein_name	species_code	species_name	current_family	CPG_score	CPG_evalue	CPH_score	CPH_evalue	delta_CPG_minus_CPH	higher_score_prediction	CPG_feature_score	CPG_feature_class	CPH_feature_score	CPH_feature_class	glycine_percent	alanine_percent	proline_percent	tyrosine_percent	valine_percent	histidine_percent	GGX_count	GGXGG_count	GGYGG_count	GGG_or_more_count	GY_or_YG_count	GH_or_HG_count	AAP_count	AAPA_or_AAPV_count	AP_or_PA_count	PV_or_PY_count	status	review_note
Dma_A0A164H286	A0A164H286	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	6.5	7.1	5.0	3.9	8.4	2.4	5	0	0	0	5	5	1	0	10	12	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164K434 | Dusky-like	A0A164K434 | Dusky-like	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	6.8	10.6	11.6	3.5	9.3	2.9	3	0	0	0	3	3	1	0	6	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164K4K6	A0A164K4K6	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	11.4	9.3	6.0	4.1	4.7	1.6	6	0	0	2	7	0	1	0	8	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164K7H4	A0A164K7H4	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	2.0	6.5	0.1	2.3	5.0	2.0	3	0	0	0	1	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164KDF9	A0A164KDF9	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	7.4	5.4	5.3	3.1	7.4	1.8	6	0	0	0	6	2	0	0	8	15	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164KF42	A0A164KF42	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	9.2	14.4	6.5	1.3	5.2	0.7	0	0	0	0	0	0	0	0	3	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164KFV1	A0A164KFV1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	2.5	16.0	5.7	0.4	16.0	1.2	1	0	0	0	0	0	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164KG21	A0A164KG21	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	8.1	8.9	7.3	2.4	10.5	1.6	0	0	0	0	0	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164KJP0	A0A164KJP0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	4.0	9.7	7.5	0.4	9.6	0.7	2	0	0	0	0	0	4	2	24	11	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164KTN1	A0A164KTN1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	4.6	9.3	3.2	2.8	7.1	2.0	0	0	0	0	2	2	0	0	3	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164KV13	A0A164KV13	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	10.3	8.1	11.6	2.2	11.2	1.3	3	0	0	1	2	1	1	0	8	9	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164L146	A0A164L146	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	6.9	7.0	3.8	3.3	5.6	2.3	3	0	0	0	5	6	0	0	4	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164L4T0	A0A164L4T0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	5.0	5.3	6.5	3.8	9.8	1.8	2	0	0	1	5	0	1	0	3	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164LF84	A0A164LF84	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	2	weak_CPH_feature_support	9.2	5.1	8.0	3.2	6.4	1.9	2	0	0	1	4	0	0	0	2	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164LP69	A0A164LP69	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.5	5.5	8.5	2.4	8.5	0.6	0	0	0	0	0	0	0	0	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164LPA0	A0A164LPA0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	4.7	8.2	6.3	1.8	8.2	1.6	1	0	0	0	3	0	1	0	4	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164LPA4	A0A164LPA4	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	5	strong_CPH_feature_support	5.5	11.2	13.7	3.1	8.0	2.8	1	0	0	1	3	6	1	0	24	9	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164LPC5	A0A164LPC5	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	6.4	9.3	10.8	2.5	12.3	2.9	0	0	0	0	2	0	1	0	4	9	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164MG04	A0A164MG04	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	9.2	9.9	7.6	2.3	9.9	1.5	0	0	0	0	0	0	1	1	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164MLN1	A0A164MLN1	Dma	Daphnia magna	NULL	0.0	None	13.2	0.013	-13.2	CPH	0	no_CPG_feature_support	4	moderate_CPH_feature_support	9.9	14.8	7.0	7.0	7.7	2.1	0	0	0	0	2	1	1	0	4	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164NCG7	A0A164NCG7	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	1	weak_CPH_feature_support	16.5	6.8	1.0	3.9	8.7	1.9	3	0	0	0	1	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164NEQ9	A0A164NEQ9	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	7.4	6.1	6.8	4.4	6.3	1.5	0	0	0	0	3	0	0	0	5	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164NLM3	A0A164NLM3	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	8.2	12.6	3.8	4.1	7.1	1.9	2	0	0	0	1	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164NWW6	A0A164NWW6	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	4	moderate_CPG_feature_support	6	strong_CPH_feature_support	9.4	15.9	12.9	9.1	6.3	2.0	19	1	0	2	20	9	16	13	123	37	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PHW4	A0A164PHW4	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.7	8.4	7.1	3.2	5.7	1.8	3	0	0	0	2	2	0	0	7	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PIN1 | SgAbd-1	A0A164PIN1 | SgAbd-1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	1.6	11.0	21.6	11.3	4.5	1.2	0	0	0	0	2	0	3	2	36	20	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PIP9 | CPR65Av	A0A164PIP9 | CPR65Av	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	2	weak_CPH_feature_support	10.5	9.5	7.6	12.4	7.6	1.0	1	0	0	0	6	0	1	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PJ70 | CPR49Ag_iso1	A0A164PJ70 | CPR49Ag_iso1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	6.4	6.6	7.8	4.2	5.3	3.9	4	0	0	2	10	5	0	0	6	8	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PJ70 | CPR49Ag_iso2	A0A164PJ70 | CPR49Ag_iso2	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	4.3	10.1	5.0	3.6	5.8	0.7	0	0	0	0	1	0	0	0	0	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PJ70 | CPR49Ag_iso3	A0A164PJ70 | CPR49Ag_iso3	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	3.2	13.5	17.9	10.8	4.7	2.9	0	0	0	0	2	2	0	0	27	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PJC7	A0A164PJC7	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	5.6	8.2	4.8	4.2	6.5	1.2	3	0	0	0	3	3	0	0	4	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PJT9	A0A164PJT9	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.8	4.7	9.7	3.6	7.9	2.5	0	0	0	0	2	0	0	0	2	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PL39	A0A164PL39	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	3.2	6.7	3.6	0.6	7.6	0.7	1	0	0	0	0	2	2	1	10	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PLM5	A0A164PLM5	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	5.4	5.7	5.1	3.0	8.1	3.8	0	0	0	0	1	0	0	0	3	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PLR1	A0A164PLR1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	4.0	8.5	9.4	2.7	7.6	1.3	0	0	0	0	2	1	0	0	10	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PMY4	A0A164PMY4	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	6.8	8.3	6.8	1.5	4.5	2.3	0	0	0	0	0	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164PVJ3	A0A164PVJ3	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	1.3	15.5	16.4	18.4	4.5	0.2	0	0	0	0	2	0	1	1	48	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164QGZ0	A0A164QGZ0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	9.1	8.2	4.0	3.3	10.0	3.3	2	0	0	0	2	2	0	0	1	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164QLL2	A0A164QLL2	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	8.4	6.6	5.2	4.5	8.4	1.4	3	0	0	0	7	1	0	0	4	7	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164QU37	A0A164QU37	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	6	strong_CPH_feature_support	3.5	11.1	11.7	9.9	8.2	1.8	0	0	0	0	2	0	1	1	4	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164R629	A0A164R629	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	6.3	8.1	6.3	3.1	5.3	2.6	4	0	0	0	4	1	0	0	9	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164RHQ1	A0A164RHQ1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	4	moderate_CPG_feature_support	4	moderate_CPH_feature_support	28.9	13.1	20.4	4.4	4.8	0.2	7	0	0	0	11	1	1	0	34	14	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164RVL0	A0A164RVL0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	5.8	11.1	12.7	10.6	6.3	1.6	0	0	0	0	3	0	0	0	12	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164RZD6	A0A164RZD6	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	4.4	7.1	4.6	0.5	4.9	1.3	3	0	0	0	0	1	1	0	13	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164S7N3	A0A164S7N3	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	8.3	12.7	7.0	3.0	5.9	0.2	4	0	0	0	2	0	1	0	11	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164T1N4	A0A164T1N4	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	6.7	8.4	4.2	3.1	6.9	2.3	2	0	0	1	2	0	0	0	3	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164TXN6	A0A164TXN6	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	6.4	7.5	7.2	2.2	6.5	0.7	10	0	0	1	2	0	1	1	19	12	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164U0J7	A0A164U0J7	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.8	11.0	4.2	3.7	9.4	0.0	0	0	0	0	0	0	0	0	4	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164U2H5	A0A164U2H5	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	7	strong_CPH_feature_support	1.6	20.3	16.3	4.1	17.1	4.0	0	0	0	0	0	2	14	10	73	41	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164UBZ2	A0A164UBZ2	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	7.0	7.6	5.5	4.2	5.2	2.3	2	0	0	0	2	1	0	0	8	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164UFW9	A0A164UFW9	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	8.9	8.4	5.8	3.1	5.2	2.1	6	2	0	1	1	0	0	0	3	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164UV49	A0A164UV49	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	2.9	17.7	18.9	13.1	4.0	0.6	0	0	0	0	1	0	0	0	21	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164V3C5	A0A164V3C5	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	6.0	9.1	13.5	1.5	5.6	0.8	3	0	0	1	2	0	1	0	17	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164V864	A0A164V864	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	3.9	20.5	9.1	3.3	8.3	1.1	1	0	0	0	6	0	2	1	15	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164VEC4	A0A164VEC4	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	6.7	9.7	4.9	2.6	4.5	1.9	2	0	0	0	1	2	0	0	1	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164VFT6	A0A164VFT6	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	5.1	7.3	5.0	2.7	7.3	1.7	1	0	0	0	4	1	0	0	6	9	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164VFV8	A0A164VFV8	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	8.4	10.9	4.2	2.9	8.4	1.1	1	0	0	1	2	1	2	0	6	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164VK58	A0A164VK58	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	2.6	9.5	18.2	5.2	3.3	0.5	1	0	0	0	6	0	6	2	66	15	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164VLV1	A0A164VLV1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	6.7	9.0	10.3	3.6	7.2	0.9	0	0	0	0	2	0	0	0	2	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164VNS4	A0A164VNS4	Dma	Daphnia magna	NULL	0.0	None	13.7	0.0087	-13.7	CPH	0	no_CPG_feature_support	5	strong_CPH_feature_support	6.2	14.7	10.1	14.0	8.5	0.8	0	0	0	0	2	1	0	0	7	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164VQM0	A0A164VQM0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	7	strong_CPH_feature_support	2.1	16.5	13.9	4.0	11.8	3.1	0	0	0	0	0	0	6	5	28	17	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164W346	A0A164W346	Dma	Daphnia magna	NULL	25.1	2.5e-06	0.0	None	25.1	CPG	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	5.0	10.1	6.4	6.8	10.2	2.8	0	0	0	0	11	0	5	0	21	28	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164WL64	A0A164WL64	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	5.2	7.0	5.8	1.7	5.2	2.3	0	0	0	0	0	0	0	0	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164WRK2	A0A164WRK2	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	1	weak_CPH_feature_support	6.9	8.2	6.9	6.5	6.9	1.6	0	0	0	0	3	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164WRM1	A0A164WRM1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	4.3	6.1	3.9	2.5	6.7	2.8	2	0	0	0	9	5	0	0	12	11	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164WTV1	A0A164WTV1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	5.1	9.4	4.1	2.3	7.4	2.5	0	0	0	0	0	0	0	0	3	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164WWC9	A0A164WWC9	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	6.7	6.1	6.1	3.2	5.8	2.8	15	0	0	1	22	14	0	0	20	14	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164WYK8	A0A164WYK8	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	5	strong_CPH_feature_support	9.0	5.4	9.9	2.2	8.4	1.5	8	0	0	0	3	0	0	0	4	9	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164XQP6	A0A164XQP6	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	1	weak_CPH_feature_support	7.8	2.8	3.8	1.3	5.5	1.3	10	0	0	0	0	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164XXI4	A0A164XXI4	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	6.9	6.2	4.6	3.8	8.3	2.0	2	0	0	1	2	3	0	0	1	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164XY56	A0A164XY56	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	1.5	7.4	11.3	12.7	6.4	3.4	0	0	0	0	0	0	0	0	5	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164Y6Z1	A0A164Y6Z1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	9.9	7.0	8.4	3.2	6.1	0.9	11	0	0	1	1	1	1	0	7	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164Y7C0	A0A164Y7C0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	1	weak_CPH_feature_support	5.9	5.7	4.9	2.0	5.7	3.2	2	0	0	1	0	1	0	0	2	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164YAJ9	A0A164YAJ9	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	7.5	11.8	3.4	1.4	3.2	2.0	2	0	0	0	1	2	3	3	6	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164YCT3	A0A164YCT3	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	4	moderate_CPG_feature_support	3	moderate_CPH_feature_support	5.1	8.4	4.4	2.3	6.5	2.1	10	1	0	2	7	5	0	0	15	11	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164YWG1	A0A164YWG1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	7.7	9.3	7.3	5.6	5.4	1.3	9	0	0	0	13	5	2	1	19	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164YX87	A0A164YX87	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	3	moderate_CPG_feature_support	6	strong_CPH_feature_support	7.3	6.5	10.6	5.7	9.5	2.6	11	0	0	1	16	1	2	1	20	40	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164ZHM0	A0A164ZHM0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	5.8	7.3	4.7	3.1	8.9	1.0	0	0	0	0	0	0	0	0	1	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164ZQJ8	A0A164ZQJ8	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	8.4	5.6	6.5	3.7	11.2	1.9	0	0	0	0	0	0	0	0	0	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164ZRB3	A0A164ZRB3	Dma	Daphnia magna	NULL	41.4	2.5e-11	0.0	None	41.4	CPG	5	strong_CPG_feature_support	1	weak_CPH_feature_support	26.7	13.0	0.8	9.9	3.8	4.6	13	3	2	0	13	4	0	0	0	0	new_CPG_like_candidate	NULL_with_CPG_HMM_and_strong_CPG_features
Dma_A0A164ZW19_iso1	A0A164ZW19_iso1	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	5.7	9.5	2.6	1.8	6.8	0.7	0	0	0	0	0	0	0	0	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164ZW19_iso2	A0A164ZW19_iso2	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	5.6	6.0	4.8	4.9	8.2	2.3	3	0	0	0	11	3	0	0	6	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dma_A0A164ZXW0	A0A164ZXW0	Dma	Daphnia magna	NULL	0.0	None	0.0	None	0.0	no_hit	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	7.6	8.2	6.9	3.3	6.0	1.3	8	0	0	1	4	4	1	0	14	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
