protein_id	length	glycine_percent	histidine_percent	alanine_percent	proline_percent	tyrosine_percent	valine_percent	lysine_percent	GGX_count	GGXGG_count	GGYGG_count	GGG_or_more_count	GY_or_YG_count	GH_or_HG_count	AAP_count	AAPA_or_AAPV_count	AP_or_PA_count	PV_or_PY_count	H_cluster_3_in_20_count	CPG_feature_score	CPG_feature_class	CPH_feature_score	CPH_feature_class	weird_characters
Dma_A0A162SNC7	1611	6.9	2.2	7.3	4.4	2.2	7.3	6.5	15	1	0	3	6	5	1	0	10	9	1	4	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A162SQV9	1698	4.3	2.7	8.2	5.4	2.1	4.7	4.5	6	0	0	1	2	4	0	0	13	3	3	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A162T5Q5	277	4.7	2.5	6.1	4.0	2.9	10.5	8.7	0	0	0	0	2	0	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164GC58	1261	5.7	3.2	6.1	9.2	2.8	5.1	3.1	10	0	0	0	5	5	0	0	16	13	2	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164H286	1481	6.5	2.4	7.1	5.0	3.9	8.4	3.6	5	0	0	0	5	5	1	0	10	12	0	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164K434 | Dusky-like	311	6.8	2.9	10.6	11.6	3.5	9.3	5.1	3	0	0	0	3	3	1	0	6	3	1	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164K4K6	386	11.4	1.6	9.3	6.0	4.1	4.7	2.8	6	0	0	2	7	0	1	0	8	2	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164K7H4	887	2.0	2.0	6.5	0.1	2.3	5.0	8.7	3	0	0	0	1	0	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164KDF9	1800	7.4	1.8	5.4	5.3	3.1	7.4	3.5	6	0	0	0	6	2	0	0	8	15	1	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164KF42	153	9.2	0.7	14.4	6.5	1.3	5.2	7.2	0	0	0	0	0	0	0	0	3	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164KFV1	244	2.5	1.2	16.0	5.7	0.4	16.0	9.8	1	0	0	0	0	0	0	0	3	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164KG21	124	8.1	1.6	8.9	7.3	2.4	10.5	8.1	0	0	0	0	0	0	0	0	0	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164KJP0	1256	4.0	0.7	9.7	7.5	0.4	9.6	2.3	2	0	0	0	0	0	4	2	24	11	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164KTN1	539	4.6	2.0	9.3	3.2	2.8	7.1	5.6	0	0	0	0	2	2	0	0	3	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164KV13	456	10.3	1.3	8.1	11.6	2.2	11.2	3.3	3	0	0	1	2	1	1	0	8	9	0	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164L146	927	6.9	2.3	7.0	3.8	3.3	5.6	5.5	3	0	0	0	5	6	0	0	4	5	1	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164L4T0	603	5.0	1.8	5.3	6.5	3.8	9.8	6.5	2	0	0	1	5	0	1	0	3	5	0	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164LF84	314	9.2	1.9	5.1	8.0	3.2	6.4	4.5	2	0	0	1	4	0	0	0	2	4	0	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164LP69	165	5.5	0.6	5.5	8.5	2.4	8.5	2.4	0	0	0	0	0	0	0	0	2	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164LPA0	619	4.7	1.6	8.2	6.3	1.8	8.2	3.2	1	0	0	0	3	0	1	0	4	4	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164LPA4	798	5.5	2.8	11.2	13.7	3.1	8.0	4.0	1	0	0	1	3	6	1	0	24	9	2	2	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164LPC5	204	6.4	2.9	9.3	10.8	2.5	12.3	2.9	0	0	0	0	2	0	1	0	4	9	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164MG04	131	9.2	1.5	9.9	7.6	2.3	9.9	6.9	0	0	0	0	0	0	1	1	1	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164MLN1	142	9.9	2.1	14.8	7.0	7.0	7.7	4.9	0	0	0	0	2	1	1	0	4	4	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164NCG7	103	16.5	1.9	6.8	1.0	3.9	8.7	10.7	3	0	0	0	1	0	0	0	1	0	0	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164NEQ9	458	7.4	1.5	6.1	6.8	4.4	6.3	3.1	0	0	0	0	3	0	0	0	5	3	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164NLM3	364	8.2	1.9	12.6	3.8	4.1	7.1	6.6	2	0	0	0	1	0	0	0	2	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164NWW6	1387	9.4	2.0	15.9	12.9	9.1	6.3	5.1	19	1	0	2	20	9	16	13	123	37	1	4	moderate_CPG_feature_support	6	strong_CPH_feature_support	
Dma_A0A164PHW4	793	5.7	1.8	8.4	7.1	3.2	5.7	3.0	3	0	0	0	2	2	0	0	7	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164PIN1 | SgAbd-1	574	1.6	1.2	11.0	21.6	11.3	4.5	5.7	0	0	0	0	2	0	3	2	36	20	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164PIP9 | CPR65Av	105	10.5	1.0	9.5	7.6	12.4	7.6	4.8	1	0	0	0	6	0	1	0	3	1	0	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164PJ70 | CPR49Ag_iso1	952	6.4	3.9	6.6	7.8	4.2	5.3	5.5	4	0	0	2	10	5	0	0	6	8	3	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164PJ70 | CPR49Ag_iso2	139	4.3	0.7	10.1	5.0	3.6	5.8	2.9	0	0	0	0	1	0	0	0	0	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164PJ70 | CPR49Ag_iso3	379	3.2	2.9	13.5	17.9	10.8	4.7	6.3	0	0	0	0	2	2	0	0	27	6	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164PJC7	806	5.6	1.2	8.2	4.8	4.2	6.5	5.3	3	0	0	0	3	3	0	0	4	3	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164PJT9	278	5.8	2.5	4.7	9.7	3.6	7.9	3.6	0	0	0	0	2	0	0	0	2	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164PL39	1243	3.2	0.7	6.7	3.6	0.6	7.6	4.6	1	0	0	0	0	2	2	1	10	6	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164PLM5	369	5.4	3.8	5.7	5.1	3.0	8.1	7.9	0	0	0	0	1	0	0	0	3	5	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164PLR1	555	4.0	1.3	8.5	9.4	2.7	7.6	2.9	0	0	0	0	2	1	0	0	10	6	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164PMY4	133	6.8	2.3	8.3	6.8	1.5	4.5	5.3	0	0	0	0	0	0	0	0	2	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164PVJ3	446	1.3	0.2	15.5	16.4	18.4	4.5	16.4	0	0	0	0	2	0	1	1	48	1	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164QGZ0	329	9.1	3.3	8.2	4.0	3.3	10.0	7.0	2	0	0	0	2	2	0	0	1	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164QLL2	621	8.4	1.4	6.6	5.2	4.5	8.4	5.3	3	0	0	0	7	1	0	0	4	7	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164QU37	171	3.5	1.8	11.1	11.7	9.9	8.2	4.1	0	0	0	0	2	0	1	1	4	6	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dma_A0A164R629	703	6.3	2.6	8.1	6.3	3.1	5.3	5.0	4	0	0	0	4	1	0	0	9	4	2	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164RHQ1	436	28.9	0.2	13.1	20.4	4.4	4.8	5.0	7	0	0	0	11	1	1	0	34	14	0	4	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164RVL0	189	5.8	1.6	11.1	12.7	10.6	6.3	7.4	0	0	0	0	3	0	0	0	12	4	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164RZD6	630	4.4	1.3	7.1	4.6	0.5	4.9	8.3	3	0	0	0	0	1	1	0	13	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164S7N3	528	8.3	0.2	12.7	7.0	3.0	5.9	1.5	4	0	0	0	2	0	1	0	11	4	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164T1N4	478	6.7	2.3	8.4	4.2	3.1	6.9	3.8	2	0	0	1	2	0	0	0	3	3	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164TXN6	1823	6.4	0.7	7.5	7.2	2.2	6.5	1.9	10	0	0	1	2	0	1	1	19	12	0	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164U0J7	191	5.8	0.0	11.0	4.2	3.7	9.4	4.2	0	0	0	0	0	0	0	0	4	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164U2H5	729	1.6	4.0	20.3	16.3	4.1	17.1	3.8	0	0	0	0	0	2	14	10	73	41	4	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dma_A0A164UBZ2	384	7.0	2.3	7.6	5.5	4.2	5.2	4.7	2	0	0	0	2	1	0	0	8	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164UFW9	382	8.9	2.1	8.4	5.8	3.1	5.2	7.3	6	2	0	1	1	0	0	0	3	2	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164UV49	175	2.9	0.6	17.7	18.9	13.1	4.0	5.7	0	0	0	0	1	0	0	0	21	0	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164V3C5	519	6.0	0.8	9.1	13.5	1.5	5.6	3.3	3	0	0	1	2	0	1	0	17	5	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164V864	361	3.9	1.1	20.5	9.1	3.3	8.3	5.0	1	0	0	0	6	0	2	1	15	6	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dma_A0A164VEC4	267	6.7	1.9	9.7	4.9	2.6	4.5	8.2	2	0	0	0	1	2	0	0	1	2	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164VFT6	896	5.1	1.7	7.3	5.0	2.7	7.3	3.8	1	0	0	0	4	1	0	0	6	9	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164VFV8	549	8.4	1.1	10.9	4.2	2.9	8.4	6.7	1	0	0	1	2	1	2	0	6	3	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164VK58	1492	2.6	0.5	9.5	18.2	5.2	3.3	4.2	1	0	0	0	6	0	6	2	66	15	0	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164VLV1	223	6.7	0.9	9.0	10.3	3.6	7.2	2.7	0	0	0	0	2	0	0	0	2	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164VNS4	129	6.2	0.8	14.7	10.1	14.0	8.5	8.5	0	0	0	0	2	1	0	0	7	1	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164VQM0	424	2.1	3.1	16.5	13.9	4.0	11.8	4.5	0	0	0	0	0	0	6	5	28	17	2	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dma_A0A164W346	746	5.0	2.8	10.1	6.4	6.8	10.2	8.3	0	0	0	0	11	0	5	0	21	28	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164WL64	172	5.2	2.3	7.0	5.8	1.7	5.2	4.7	0	0	0	0	0	0	0	0	2	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164WRK2	245	6.9	1.6	8.2	6.9	6.5	6.9	2.0	0	0	0	0	3	0	0	0	1	0	0	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164WRM1	3109	4.3	2.8	6.1	3.9	2.5	6.7	6.1	2	0	0	0	9	5	0	0	12	11	4	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164WTV1	394	5.1	2.5	9.4	4.1	2.3	7.4	5.1	0	0	0	0	0	0	0	0	3	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164WWC9	3533	6.7	2.8	6.1	6.1	3.2	5.8	5.5	15	0	0	1	22	14	0	0	20	14	0	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164WYK8	536	9.0	1.5	5.4	9.9	2.2	8.4	4.1	8	0	0	0	3	0	0	0	4	9	1	2	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dma_A0A164XQP6	783	7.8	1.3	2.8	3.8	1.3	5.5	9.2	10	0	0	0	0	0	0	0	0	0	0	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164XXI4	504	6.9	2.0	6.2	4.6	3.8	8.3	3.4	2	0	0	1	2	3	0	0	1	3	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164XY56	204	1.5	3.4	7.4	11.3	12.7	6.4	2.5	0	0	0	0	0	0	0	0	5	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164Y6Z1	657	9.9	0.9	7.0	8.4	3.2	6.1	4.6	11	0	0	1	1	1	1	0	7	2	0	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164Y7C0	407	5.9	3.2	5.7	4.9	2.0	5.7	5.4	2	0	0	1	0	1	0	0	2	2	0	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164YAJ9	348	7.5	2.0	11.8	3.4	1.4	3.2	7.8	2	0	0	0	1	2	3	3	6	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164YCT3	2583	5.1	2.1	8.4	4.4	2.3	6.5	6.5	10	1	0	2	7	5	0	0	15	11	1	4	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164YWG1	1127	7.7	1.3	9.3	7.3	5.6	5.4	5.7	9	0	0	0	13	5	2	1	19	6	1	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164YX87	1326	7.3	2.6	6.5	10.6	5.7	9.5	5.2	11	0	0	1	16	1	2	1	20	40	2	3	moderate_CPG_feature_support	6	strong_CPH_feature_support	
Dma_A0A164ZHM0	191	5.8	1.0	7.3	4.7	3.1	8.9	6.8	0	0	0	0	0	0	0	0	1	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164ZQJ8	107	8.4	1.9	5.6	6.5	3.7	11.2	7.5	0	0	0	0	0	0	0	0	0	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dma_A0A164ZRB3	131	26.7	4.6	13.0	0.8	9.9	3.8	2.3	13	3	2	0	13	4	0	0	0	0	1	5	strong_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164ZW19_iso1	455	5.7	0.7	9.5	2.6	1.8	6.8	5.1	0	0	0	0	0	0	0	0	2	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dma_A0A164ZW19_iso2	1192	5.6	2.3	6.0	4.8	4.9	8.2	5.0	3	0	0	0	11	3	0	0	6	3	2	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A164ZXW0	999	7.6	1.3	8.2	6.9	3.3	6.0	6.2	8	0	0	1	4	4	1	0	14	4	0	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_A0A164ZY01	441	5.9	1.8	13.4	6.3	5.2	5.2	3.9	1	0	0	0	3	4	0	0	6	3	1	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A165A0I1	385	3.6	1.6	24.4	9.9	2.9	19.0	1.3	2	0	0	0	5	0	3	2	12	21	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dma_A0A165AJR0	266	6.8	0.8	6.8	8.3	3.4	8.6	2.6	1	0	0	0	1	1	0	0	1	6	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dma_A0A165AJU8	1018	3.4	2.8	7.2	4.1	4.0	7.5	4.7	0	0	0	0	3	2	0	0	4	5	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dma_Q9NA03	302	7.6	2.0	21.5	8.6	8.6	9.6	3.6	2	0	0	0	9	2	6	4	12	8	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dma_S4UCD8	498	28.9	0.4	7.2	24.3	7.0	3.4	5.4	15	1	1	0	25	0	0	0	23	10	0	5	strong_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_ACP1	135	5.9	5.2	27.4	11.1	1.5	14.8	0.7	0	0	0	0	0	2	3	3	12	1	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dme_ACP65A	105	10.5	1.0	7.6	3.8	3.8	8.6	3.8	1	0	0	0	1	0	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dme_CG13670	266	12.4	4.1	9.0	2.6	4.5	8.6	4.1	2	0	0	2	3	3	0	0	0	1	1	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dme_CG14638	156	3.2	3.2	8.3	3.8	3.2	3.8	7.7	0	0	0	0	1	0	0	0	2	0	1	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dme_CG5480	283	11.7	0.7	11.3	4.2	3.9	6.4	4.2	12	0	0	0	3	0	1	0	7	3	0	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_CG6478	286	18.9	1.0	12.2	4.5	2.8	5.2	3.5	16	2	0	9	1	1	1	1	5	3	0	4	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Dme_CG7203	145	6.2	2.8	22.1	10.3	0.7	20.7	2.1	0	0	0	0	0	2	2	1	10	2	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dme_CG7214	142	16.2	5.6	24.6	7.0	1.4	9.9	1.4	0	0	0	0	0	5	1	0	7	1	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_CG7548	175	4.0	9.1	12.0	8.0	8.0	10.3	2.3	0	0	0	0	1	1	0	0	7	3	1	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dme_CG8541	257	3.5	3.1	21.0	11.3	7.4	14.4	4.3	0	0	0	0	2	1	6	4	26	10	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dme_CG8543	200	3.5	2.0	23.5	12.5	9.0	16.5	5.5	1	0	0	0	1	0	5	5	21	11	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dme_CPR92A	245	9.8	6.9	16.3	21.6	8.6	7.3	3.7	2	0	0	0	6	3	1	0	25	12	1	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dme_CRYS	472	2.5	0.2	7.2	2.5	1.5	2.3	1.5	0	0	0	0	0	0	0	0	1	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dme_Ccp84Aa	205	3.9	3.9	25.9	9.3	8.3	16.6	4.9	0	0	0	0	3	0	9	7	14	5	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dme_Ccp84Ab	221	3.6	4.5	26.7	9.0	9.0	15.4	4.5	0	0	0	0	3	0	10	8	16	5	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Dme_Ccp84Ac	217	3.7	11.1	16.6	7.4	7.8	9.2	3.2	0	0	0	0	0	2	2	2	6	2	5	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dme_Ccp84Ad	199	3.0	4.5	25.1	8.5	8.0	15.6	4.5	0	0	0	0	1	0	7	7	11	7	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dme_Ccp84Ae	208	3.4	1.4	23.6	10.6	3.8	14.4	3.4	0	0	0	0	0	2	7	4	16	7	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dme_Ccp84Af	151	4.0	5.3	15.9	7.3	6.0	15.9	4.6	0	0	0	0	1	1	2	1	4	6	1	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dme_Ccp84Ag	191	4.2	0.5	27.2	10.5	6.3	12.0	2.6	0	0	0	0	2	0	9	6	15	3	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dme_Cht10	2286	7.0	2.8	6.0	6.1	5.0	5.6	5.6	13	0	0	4	16	11	0	0	13	13	1	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_Cht2	484	7.0	1.9	8.1	4.5	4.5	7.0	5.4	2	0	0	0	5	3	1	0	6	1	0	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr100A	241	6.6	2.1	8.7	14.1	8.7	1.7	2.5	0	0	0	0	2	1	0	0	7	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_Cpr11A	270	15.6	1.1	5.9	5.6	6.7	4.8	5.9	0	0	0	0	8	0	0	0	1	1	0	2	weak_CPG_feature_support	0	no_CPH_feature_support	
Dme_Cpr11B_iso1	195	15.9	4.6	9.7	7.7	7.2	4.6	1.0	3	0	0	1	3	3	2	2	4	1	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr11B_iso2	197	15.7	4.6	9.6	7.6	7.1	4.6	1.0	3	0	0	1	3	3	2	2	4	1	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr12A	173	6.9	0.6	9.2	4.6	7.5	4.6	1.7	0	0	0	0	3	1	0	0	1	0	0	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dme_Cpr23B	302	6.0	2.0	13.2	5.6	4.6	9.9	2.3	1	0	0	0	3	1	0	0	3	4	0	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dme_Cpr30B	153	5.2	2.0	9.8	8.5	6.5	8.5	8.5	0	0	0	0	2	0	1	0	2	3	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dme_Cpr30F	146	6.2	4.1	15.8	8.2	5.5	8.2	6.2	0	0	0	0	1	0	2	0	7	0	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dme_Cpr31A	340	3.8	1.5	18.5	11.2	5.3	13.2	2.9	1	0	0	0	2	0	9	9	22	16	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dme_Cpr35B	218	15.1	26.6	6.9	0.5	3.7	3.2	4.1	2	0	0	0	4	27	1	0	1	0	11	2	weak_CPG_feature_support	0	no_CPH_feature_support	
Dme_Cpr47Ea	135	8.9	1.5	13.3	8.9	6.7	4.4	2.2	0	0	0	0	2	0	1	0	1	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_Cpr47Eb	214	6.1	0.9	11.2	5.1	2.3	11.2	8.4	2	0	0	0	0	0	2	1	4	3	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dme_Cpr47Ec	131	8.4	0.0	10.7	6.1	4.6	10.7	8.4	0	0	0	0	2	0	0	0	0	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_Cpr47Ed	127	7.1	1.6	4.7	4.7	5.5	6.3	3.9	0	0	0	0	0	0	0	0	1	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dme_Cpr47Ee	369	8.7	0.5	6.0	10.8	5.4	3.0	1.6	0	0	0	0	5	0	0	0	2	5	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_Cpr47Ef_iso1	612	48.7	0.0	9.2	11.3	3.3	1.6	1.1	92	35	6	43	11	0	0	0	24	0	0	6	strong_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr47Ef_iso2	601	48.4	0.0	9.3	11.3	3.3	1.7	1.2	90	34	6	42	11	0	0	0	24	0	0	6	strong_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr47Eg	117	4.3	0.9	12.8	9.4	3.4	11.1	2.6	0	0	0	0	1	0	0	0	0	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dme_Cpr49Aa	144	10.4	0.7	9.7	13.2	5.6	2.1	2.1	1	0	0	0	1	0	0	0	3	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_Cpr49Ab	259	20.5	1.5	10.0	7.7	5.8	5.8	3.9	11	3	0	3	1	0	1	0	3	1	0	4	moderate_CPG_feature_support	1	weak_CPH_feature_support	
Dme_Cpr49Ac_iso1	294	7.5	7.8	5.4	5.1	6.5	4.1	6.5	4	0	0	0	2	0	0	0	0	7	2	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr49Ac_iso2	315	7.6	7.6	5.1	5.4	7.0	4.1	7.0	4	0	0	0	2	1	0	0	0	7	2	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr49Ac_iso3	324	8.0	7.4	4.9	5.2	6.8	4.0	6.8	4	0	0	0	2	1	0	0	0	7	2	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr49Ac_iso4	123	7.3	8.9	3.3	11.4	9.8	7.3	2.4	1	0	0	0	2	0	0	0	0	7	2	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_Cpr49Ac_iso5	285	7.0	8.1	5.6	5.3	6.7	4.2	6.7	4	0	0	0	2	0	0	0	0	7	2	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr49Ad	166	8.4	1.2	9.0	5.4	12.0	7.2	3.0	0	0	0	0	1	1	0	0	2	5	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr49Ae	134	5.2	0.7	11.9	10.4	4.5	1.5	5.2	0	0	0	0	0	0	1	0	3	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dme_Cpr49Af	126	6.3	4.0	7.9	6.3	8.7	9.5	7.9	0	0	0	0	1	0	0	0	0	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr49Ag	134	6.7	1.5	8.2	4.5	5.2	9.0	3.7	0	0	0	0	1	0	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dme_Cpr49Ah	190	6.8	6.3	4.2	5.3	4.2	4.2	5.3	0	0	0	0	0	1	0	0	1	0	2	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dme_Cpr50Ca	815	4.9	4.4	9.1	8.7	4.0	6.7	6.5	3	0	0	1	4	8	0	0	20	5	3	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
