protein_id	length	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_full	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	CPLCP_feature_score	CPLCP_feature_class	weird_characters
Dme_CG7214	142	7.0	9.9	1.4	1.4	5.6	16.2	15.5	13.8	7.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_CG7548	175	8.0	10.3	8.0	2.3	9.1	4.0	37.1	36.2	12.5	2	1	0	1	0	4	moderate_CPLCP_feature_support	
Dme_CG8541	257	11.3	14.4	7.4	4.3	3.1	3.5	26.8	38.8	6.2	9	1	0	0	0	4	moderate_CPLCP_feature_support	
Dme_CG8543	200	12.5	16.5	9.0	5.5	2.0	3.5	20.5	35.0	3.8	10	1	0	0	0	3	moderate_CPLCP_feature_support	
Dme_CPR92A	245	21.6	7.3	8.6	3.7	6.9	9.8	13.9	13.8	10.0	7	5	0	1	1	5	strong_CPLCP_feature_support	
Dme_CRYS	472	2.5	2.3	1.5	1.5	0.2	2.5	50.2	48.8	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Ccp84Aa	205	9.3	16.6	8.3	4.9	3.9	3.9	17.6	18.8	6.2	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dme_Ccp84Ab	221	9.0	15.4	9.0	4.5	4.5	3.6	18.6	18.8	8.8	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dme_Ccp84Ac	217	7.4	9.2	7.8	3.2	11.1	3.7	30.0	28.8	13.8	2	0	0	5	0	3	moderate_CPLCP_feature_support	
Dme_Ccp84Ad	199	8.5	15.6	8.0	4.5	4.5	3.0	20.6	23.8	7.5	7	0	0	0	0	3	moderate_CPLCP_feature_support	
Dme_Ccp84Ae	208	10.6	14.4	3.8	3.4	1.4	3.4	20.2	27.5	0.0	7	0	0	0	0	3	moderate_CPLCP_feature_support	
Dme_Ccp84Af	151	7.3	15.9	6.0	4.6	5.3	4.0	27.8	27.5	6.2	6	0	0	1	0	4	moderate_CPLCP_feature_support	
Dme_Ccp84Ag	191	10.5	12.0	6.3	2.6	0.5	4.2	19.9	31.2	0.0	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cht10	2286	6.1	5.6	5.0	5.6	2.8	7.0	33.0	26.2	1.2	9	4	0	1	0	4	moderate_CPLCP_feature_support	
Dme_Cht2	484	4.5	7.0	4.5	5.4	1.9	7.0	33.1	26.2	2.5	0	1	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr100A	241	14.1	1.7	8.7	2.5	2.1	6.6	41.5	38.8	1.2	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr11A	270	5.6	4.8	6.7	5.9	1.1	15.6	36.7	33.8	0.0	0	1	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr11B_iso1	195	7.7	4.6	7.2	1.0	4.6	15.9	29.7	31.2	5.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr11B_iso2	197	7.6	4.6	7.1	1.0	4.6	15.7	29.9	31.2	5.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr12A	173	4.6	4.6	7.5	1.7	0.6	6.9	37.6	31.2	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr23B	302	5.6	9.9	4.6	2.3	2.0	6.0	41.4	42.5	0.0	2	2	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr30B	153	8.5	8.5	6.5	8.5	2.0	5.2	28.1	32.5	2.5	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr30F	146	8.2	8.2	5.5	6.2	4.1	6.2	22.6	28.8	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr31A	340	11.2	13.2	5.3	2.9	1.5	3.8	32.1	16.2	0.0	15	1	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr35B	218	0.5	3.2	3.7	4.1	26.6	15.1	29.4	25.0	31.2	0	0	0	11	6	3	moderate_CPLCP_feature_support	
Dme_Cpr47Ea	135	8.9	4.4	6.7	2.2	1.5	8.9	31.1	35.0	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr47Eb	214	5.1	11.2	2.3	8.4	0.9	6.1	37.4	38.8	0.0	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr47Ec	131	6.1	10.7	4.6	8.4	0.0	8.4	29.8	28.8	0.0	2	1	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr47Ed	127	4.7	6.3	5.5	3.9	1.6	7.1	34.6	40.0	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr47Ee	369	10.8	3.0	5.4	1.6	0.5	8.7	43.9	30.0	0.0	1	4	0	0	0	3	moderate_CPLCP_feature_support	
Dme_Cpr47Ef_iso1	612	11.3	1.6	3.3	1.1	0.0	48.7	14.7	11.2	0.0	0	0	0	0	10	1	weak_CPLCP_feature_support	
Dme_Cpr47Ef_iso2	601	11.3	1.7	3.3	1.2	0.0	48.4	14.6	11.2	0.0	0	0	0	0	10	1	weak_CPLCP_feature_support	
Dme_Cpr47Eg	117	9.4	11.1	3.4	2.6	0.9	4.3	35.0	37.5	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr49Aa	144	13.2	2.1	5.6	2.1	0.7	10.4	32.6	35.0	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr49Ab	259	7.7	5.8	5.8	3.9	1.5	20.5	25.1	21.2	1.2	0	1	0	0	1	0	no_CPLCP_feature_support	
Dme_Cpr49Ac_iso1	294	5.1	4.1	6.5	6.5	7.8	7.5	35.0	25.0	8.8	1	6	0	2	0	4	moderate_CPLCP_feature_support	
Dme_Cpr49Ac_iso2	315	5.4	4.1	7.0	7.0	7.6	7.6	35.9	33.8	8.8	1	6	0	2	0	4	moderate_CPLCP_feature_support	
Dme_Cpr49Ac_iso3	324	5.2	4.0	6.8	6.8	7.4	8.0	36.4	35.0	8.8	1	6	0	2	0	4	moderate_CPLCP_feature_support	
Dme_Cpr49Ac_iso4	123	11.4	7.3	9.8	2.4	8.9	7.3	29.3	25.0	10.0	1	6	0	2	0	5	strong_CPLCP_feature_support	
Dme_Cpr49Ac_iso5	285	5.3	4.2	6.7	6.7	8.1	7.0	34.4	22.5	8.8	1	6	0	2	0	3	moderate_CPLCP_feature_support	
Dme_Cpr49Ad	166	5.4	7.2	12.0	3.0	1.2	8.4	30.7	26.2	2.5	2	3	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr49Ae	134	10.4	1.5	4.5	5.2	0.7	5.2	36.6	38.8	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr49Af	126	6.3	9.5	8.7	7.9	4.0	6.3	34.9	37.5	3.8	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr49Ag	134	4.5	9.0	5.2	3.7	1.5	6.7	40.3	37.5	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr49Ah	190	5.3	4.2	4.2	5.3	6.3	6.8	40.5	41.2	1.2	0	0	0	2	0	2	weak_CPLCP_feature_support	
Dme_Cpr50Ca	815	8.7	6.7	4.0	6.5	4.4	4.9	34.1	38.8	8.8	5	0	0	3	0	5	strong_CPLCP_feature_support	
Dme_Cpr50Cb	178	14.0	5.1	8.4	3.9	2.2	14.6	26.4	22.5	2.5	0	1	0	0	1	1	weak_CPLCP_feature_support	
Dme_Cpr51A	144	2.8	6.2	6.9	7.6	1.4	7.6	36.8	41.2	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr56F	217	9.2	3.2	8.8	2.8	0.9	18.4	34.1	32.5	1.2	1	0	0	0	1	2	weak_CPLCP_feature_support	
Dme_Cpr57A_iso1	184	5.4	9.8	3.3	2.7	8.2	5.4	28.8	26.2	11.2	0	1	0	2	0	3	moderate_CPLCP_feature_support	
Dme_Cpr57A_iso2	184	5.4	9.8	3.3	2.7	8.2	5.4	28.8	26.2	11.2	0	1	0	2	0	3	moderate_CPLCP_feature_support	
Dme_Cpr5C	145	7.6	13.8	6.9	5.5	2.8	4.8	25.5	21.2	2.5	4	0	0	0	0	0	no_CPLCP_feature_support	
Dme_Cpr60D	93	2.2	7.5	3.2	5.4	2.2	9.7	37.6	37.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr62Ba	136	2.9	8.8	5.9	0.7	10.3	8.1	27.2	27.5	8.8	1	0	0	3	0	3	moderate_CPLCP_feature_support	
Dme_Cpr62Bb	194	7.7	12.4	11.3	3.6	7.2	6.7	25.3	30.0	10.0	2	2	0	0	1	3	moderate_CPLCP_feature_support	
Dme_Cpr62Bc	180	6.1	11.7	7.8	2.8	12.2	8.9	18.9	20.0	16.2	0	1	0	3	0	2	weak_CPLCP_feature_support	
Dme_Cpr64Aa	192	13.0	12.5	6.2	4.2	2.6	7.8	18.2	26.2	3.8	2	1	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr64Ab	120	9.2	14.2	3.3	2.5	0.8	6.7	25.0	30.0	0.0	4	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr64Ac	188	9.0	10.6	6.4	5.9	2.1	7.4	21.3	11.2	2.5	1	2	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr64Ad	247	14.6	12.6	4.5	2.4	0.4	4.9	17.4	13.8	0.0	13	1	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr65Au	106	3.8	3.8	3.8	5.7	0.9	10.4	38.7	42.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr65Av	111	3.6	5.4	4.5	0.9	3.6	8.1	41.4	42.5	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr65Aw_iso1	117	3.4	3.4	3.4	1.7	3.4	9.4	37.6	38.8	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr65Aw_iso2	86	5.8	3.5	2.3	4.7	4.7	9.3	33.7	35.0	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr65Ax1	102	4.9	11.8	4.9	2.9	2.0	8.8	35.3	37.5	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr65Ax2	102	4.9	11.8	4.9	2.9	2.0	8.8	35.3	37.5	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr65Ay	109	4.6	7.3	6.4	11.0	3.7	6.4	34.9	37.5	5.0	1	1	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Cpr65Az	239	16.3	2.1	5.9	5.4	0.8	17.6	28.0	15.0	2.5	1	0	0	0	1	1	weak_CPLCP_feature_support	
Dme_Cpr65Ea	127	8.7	4.7	5.5	2.4	3.1	6.3	33.1	32.5	5.0	1	0	0	0	0	3	moderate_CPLCP_feature_support	
Dme_Cpr65Eb	179	7.3	6.1	6.1	2.8	7.8	8.4	37.4	40.0	15.0	1	1	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Cpr65Ec	127	6.3	3.9	8.7	3.1	2.4	9.4	34.6	36.2	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr66Ca_iso1	312	8.7	7.7	3.5	6.7	2.9	4.8	37.8	37.5	1.2	1	1	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Cpr66Ca_iso2	138	8.0	11.6	5.8	5.1	10.1	5.1	21.0	18.8	10.0	4	0	0	2	0	2	weak_CPLCP_feature_support	
Dme_Cpr66Cb	162	4.9	5.6	8.6	4.3	16.0	6.8	31.5	30.0	12.5	1	0	0	5	0	3	moderate_CPLCP_feature_support	
Dme_Cpr66D	270	7.4	6.3	6.7	4.4	1.9	5.9	44.8	47.5	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr67B	260	7.7	4.2	7.7	6.2	3.8	8.1	32.3	31.2	2.5	0	3	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Cpr67Fa1	134	7.5	3.7	9.7	1.5	1.5	10.4	30.6	33.8	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr67Fa2	134	7.5	4.5	9.7	2.2	1.5	10.4	30.6	33.8	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr67Fb	122	8.2	3.3	6.6	4.9	1.6	8.2	32.0	37.5	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr72Ea	341	9.7	12.6	5.6	2.6	14.4	7.0	27.3	32.5	8.8	13	1	0	9	0	5	strong_CPLCP_feature_support	
Dme_Cpr72Eb	217	7.8	8.8	6.5	4.1	4.1	5.5	33.6	35.0	1.2	2	0	0	1	0	2	weak_CPLCP_feature_support	
Dme_Cpr72Ec	429	2.6	3.0	3.0	2.6	0.5	3.7	46.6	35.0	0.0	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr73D_iso1	597	6.2	5.2	3.7	2.0	2.8	17.3	32.8	35.0	5.0	1	0	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Cpr73D_iso2	497	6.4	5.4	3.2	2.0	2.2	18.5	33.2	38.8	5.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr76Ba	204	2.9	6.4	4.9	7.4	14.7	8.8	33.3	26.2	11.2	1	0	0	6	1	3	moderate_CPLCP_feature_support	
Dme_Cpr76Bb	198	3.0	8.1	11.6	7.1	10.6	17.2	26.3	21.2	12.5	1	0	0	2	2	2	weak_CPLCP_feature_support	
Dme_Cpr76Bc	424	8.7	6.4	5.7	8.7	6.8	5.9	32.8	28.8	5.0	2	0	0	2	0	4	moderate_CPLCP_feature_support	
Dme_Cpr76Bd_iso1	1228	8.0	9.3	8.2	5.4	3.2	9.4	28.3	28.8	5.0	11	1	0	1	1	4	moderate_CPLCP_feature_support	
Dme_Cpr76Bd_iso2	1231	8.0	9.3	8.2	5.4	3.2	9.5	28.3	28.8	5.0	11	1	0	1	1	4	moderate_CPLCP_feature_support	
Dme_Cpr76Bd_iso3	1228	8.0	9.3	8.2	5.4	3.2	9.4	28.3	28.8	5.0	11	1	0	1	1	4	moderate_CPLCP_feature_support	
Dme_Cpr78Ca	127	8.7	10.2	4.7	1.6	3.9	7.9	29.1	30.0	3.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr78Cb	140	7.1	8.6	4.3	2.1	2.9	7.1	28.6	26.2	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr78Cc	119	9.2	5.0	5.0	1.7	1.7	6.7	34.5	38.8	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Cpr78E	137	6.6	10.2	5.1	4.4	3.6	6.6	37.2	40.0	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Cpr92F	381	6.8	7.6	6.3	2.4	14.2	10.8	23.9	37.5	16.2	9	1	0	10	0	4	moderate_CPLCP_feature_support	
Dme_Cpr97Ea_iso1	366	15.3	6.8	5.5	3.0	1.4	9.0	31.7	28.8	1.2	4	1	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Cpr97Ea_iso2	363	15.4	6.6	5.5	2.8	1.4	9.1	32.0	30.0	1.2	4	1	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Cpr97Eb	235	12.8	2.6	11.5	5.5	2.6	7.2	34.5	31.2	2.5	1	3	0	0	0	3	moderate_CPLCP_feature_support	
Dme_Dsc73	852	6.6	3.5	3.3	4.5	1.3	4.9	44.5	30.0	0.0	0	0	0	1	0	2	weak_CPLCP_feature_support	
Dme_EDG78E	122	8.2	4.1	8.2	2.5	3.3	7.4	32.8	36.2	5.0	2	0	0	0	0	3	moderate_CPLCP_feature_support	
Dme_EDG84A	188	8.0	15.4	3.7	5.3	8.5	4.3	28.7	42.5	17.5	3	0	0	3	0	3	moderate_CPLCP_feature_support	
Dme_EDG91	159	3.8	3.1	13.8	1.3	3.1	39.6	15.7	13.8	6.2	1	0	0	1	3	2	weak_CPLCP_feature_support	
Dme_JS	637	11.3	3.8	3.3	4.1	1.7	4.9	38.5	30.0	1.2	3	1	0	0	0	2	weak_CPLCP_feature_support	
Dme_LCP1	130	10.8	8.5	1.5	1.5	7.7	8.5	29.2	33.8	10.0	1	0	0	1	0	4	moderate_CPLCP_feature_support	
Dme_LCP2	126	9.5	9.5	1.6	1.6	7.1	7.9	29.4	33.8	10.0	1	0	0	1	0	4	moderate_CPLCP_feature_support	
Dme_LCP3	112	8.0	10.7	2.7	5.4	1.8	6.2	31.2	32.5	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_LCP4	112	8.0	11.6	2.7	5.4	2.7	6.2	31.2	32.5	3.8	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Lac2	784	8.7	6.6	3.3	2.2	3.7	7.9	31.8	38.8	6.2	4	1	0	4	0	4	moderate_CPLCP_feature_support	
Dme_Lcp65Aa	102	3.9	6.9	2.9	3.9	2.9	7.8	38.2	38.8	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Ab1	104	4.8	13.5	1.9	5.8	1.9	6.7	34.6	36.2	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Ab2	104	4.8	13.5	1.9	5.8	1.9	6.7	34.6	36.2	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Ac	109	5.5	10.1	3.7	3.7	1.8	8.3	36.7	36.2	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Ad	108	5.6	7.4	4.6	3.7	2.8	8.3	34.3	32.5	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Ae	99	4.0	7.1	3.0	3.0	2.0	7.1	37.4	38.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Af	100	4.0	12.0	6.0	4.0	1.0	9.0	35.0	36.2	1.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Ag1	105	5.7	9.5	3.8	2.9	1.0	7.6	34.3	37.5	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Ag2	105	5.7	9.5	3.8	2.9	1.0	7.6	34.3	37.5	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp65Ag3	105	5.7	9.5	3.8	2.9	1.0	7.6	34.3	37.5	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Lcp9	92	2.2	17.4	6.5	6.5	3.3	4.3	31.5	31.2	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Obst-A	237	8.0	7.6	3.4	8.0	1.7	5.9	34.6	30.0	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Obst-C	258	5.8	5.0	4.7	6.2	1.9	8.9	33.3	32.5	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Obst-E	242	6.2	3.3	3.7	3.7	1.7	8.7	30.6	26.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Pcp	184	7.1	7.6	8.2	2.2	3.8	6.5	36.4	40.0	6.2	1	1	0	0	0	2	weak_CPLCP_feature_support	
Dme_Retinin	191	7.9	14.1	0.0	1.0	2.6	4.2	36.1	45.0	5.0	2	0	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Schlaff	231	6.1	6.5	3.9	6.1	2.2	4.8	32.0	25.0	3.8	2	1	0	0	0	1	weak_CPLCP_feature_support	
Dme_Serp	541	5.9	5.9	3.1	5.5	2.2	5.0	35.7	35.0	0.0	1	2	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Snsl	255	8.2	4.3	1.6	7.5	0.8	5.9	40.8	25.0	0.0	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_Snu	255	8.2	4.3	1.6	7.5	0.8	5.9	40.8	25.0	0.0	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_TG	776	5.0	7.1	3.9	6.3	2.6	6.8	33.6	37.5	2.5	3	1	0	1	0	2	weak_CPLCP_feature_support	
Dme_TwdlD	256	7.8	8.2	3.9	4.3	0.8	4.3	34.4	28.8	0.0	4	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_TweedleC	360	16.9	7.5	5.0	5.3	3.6	2.8	30.6	31.2	1.2	3	1	0	1	0	3	moderate_CPLCP_feature_support	
Dme_TweedleE	197	23.4	8.6	7.1	5.6	3.0	4.1	24.9	22.5	1.2	3	1	0	1	0	2	weak_CPLCP_feature_support	
Dme_TweedleF	338	10.1	6.8	3.6	5.0	1.2	4.4	38.8	23.8	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_TweedleG	278	9.7	5.8	4.3	4.7	2.5	5.4	36.3	36.2	1.2	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_TweedleH	241	7.5	7.1	4.1	3.3	0.4	5.0	36.1	28.8	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_TweedleJ	307	9.1	4.9	3.3	3.3	2.9	5.9	34.9	31.2	0.0	2	0	0	2	0	3	moderate_CPLCP_feature_support	
Dme_TweedleK	247	7.7	4.9	3.6	3.6	0.8	6.5	36.0	30.0	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_TweedleL	285	4.6	4.9	2.8	3.5	1.1	18.9	29.1	20.0	2.5	3	0	0	0	0	0	no_CPLCP_feature_support	
Dme_TweedleM	288	4.5	5.6	2.4	3.1	1.0	17.4	31.2	21.2	2.5	4	0	0	0	0	0	no_CPLCP_feature_support	
Dme_TweedleN	309	3.9	4.9	2.9	3.2	1.0	17.5	32.4	26.2	2.5	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_TweedleO	229	5.2	5.2	5.2	3.5	0.4	7.4	34.5	38.8	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_TweedleP	237	4.6	6.3	4.6	5.5	1.7	5.9	33.3	30.0	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_TweedleQ	245	4.1	5.3	2.9	4.1	1.2	3.7	41.2	42.5	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_TweedleR	325	6.8	5.8	7.4	4.6	3.1	8.0	35.4	30.0	1.2	2	1	0	1	0	2	weak_CPLCP_feature_support	
Dme_TweedleS	228	8.3	7.0	3.5	5.7	2.2	3.1	32.5	27.5	2.5	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_TweedleT	286	8.0	3.5	3.8	4.5	1.0	33.6	25.9	13.8	0.0	1	1	0	0	2	1	weak_CPLCP_feature_support	
Dme_TweedleV	251	5.6	9.2	3.6	4.8	3.2	10.8	36.3	35.0	3.8	2	0	0	1	0	2	weak_CPLCP_feature_support	
Dme_TweedleW	308	9.7	6.2	2.6	3.6	2.6	4.9	39.0	37.5	2.5	2	1	0	0	0	2	weak_CPLCP_feature_support	
Dme_TweedleX	346	5.5	11.6	5.2	3.8	1.7	10.4	37.0	31.2	0.0	5	0	0	1	0	3	moderate_CPLCP_feature_support	
Dme_TweedleY	228	9.2	7.0	5.7	7.5	1.8	10.1	34.2	27.5	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_TweedleZ	223	10.3	5.4	5.4	4.5	1.3	3.1	35.0	33.8	1.2	2	2	0	0	0	3	moderate_CPLCP_feature_support	
Dme_Tweedlealpha	424	4.5	6.4	5.4	4.0	3.1	15.3	37.3	36.2	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Tweedlebeta	198	23.2	8.1	6.1	6.6	1.5	3.0	24.2	16.2	1.2	4	0	0	0	0	1	weak_CPLCP_feature_support	
Dme_Vajk1	373	15.3	20.4	6.7	11.8	12.9	0.5	18.0	31.2	26.2	31	11	0	8	0	6	strong_CPLCP_feature_support	
Dme_Vajk4	328	14.9	21.6	8.8	15.2	6.7	2.4	19.5	20.0	12.5	13	21	0	2	1	5	strong_CPLCP_feature_support	
Dme_Verm	555	6.5	5.6	3.1	4.5	2.3	6.7	34.1	30.0	0.0	1	3	0	1	0	3	moderate_CPLCP_feature_support	
Dme_Y	541	7.9	6.7	4.8	2.4	2.4	7.2	34.8	30.0	7.5	3	3	0	1	0	4	moderate_CPLCP_feature_support	
Dme_l(3)mbn	653	6.9	5.7	2.6	6.0	2.0	13.6	33.2	27.5	3.8	5	2	0	0	0	3	moderate_CPLCP_feature_support	
Dme_resilin_iso1	620	10.3	1.3	6.3	1.0	0.2	34.2	31.0	26.2	0.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dme_resilin_iso2	575	10.6	1.0	6.3	0.7	0.0	36.0	30.3	26.2	0.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPF1	141	8.5	9.2	9.2	2.1	7.1	4.3	38.3	35.0	7.5	1	1	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPF2	236	9.3	12.7	7.6	4.2	2.1	4.7	30.5	37.5	5.0	6	1	0	0	0	4	moderate_CPLCP_feature_support	
Dmo_CPF3	179	10.6	13.4	8.4	5.0	2.2	4.5	24.6	35.0	2.5	5	1	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPLCG1	123	13.8	17.9	0.8	0.8	2.4	7.3	13.8	11.2	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPLCG2	141	9.2	9.2	1.4	0.7	2.8	16.3	18.4	18.8	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPLCG3	142	12.0	14.1	1.4	0.0	2.1	10.6	19.7	21.2	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_100	141	8.5	5.0	5.0	2.1	1.4	5.7	39.0	41.2	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_101	159	6.3	5.0	6.9	3.8	3.8	9.4	39.6	41.2	6.2	0	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_103	126	7.9	3.2	7.1	2.4	3.2	7.9	34.9	40.0	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_104	119	8.4	4.2	8.4	0.0	1.7	10.1	37.8	40.0	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_105	123	7.3	5.7	8.1	2.4	1.6	8.9	37.4	41.2	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_106	118	5.9	5.9	5.9	3.4	3.4	7.6	33.1	30.0	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_107	93	3.2	6.5	3.2	2.2	0.0	8.6	31.2	31.2	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_108	261	6.9	5.0	7.3	6.5	3.8	7.7	32.6	32.5	2.5	0	1	0	1	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_109	221	6.3	14.5	5.9	2.3	1.4	9.0	30.8	40.0	0.0	3	1	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_11	112	3.6	6.2	10.7	1.8	0.9	4.5	31.2	31.2	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_110	119	8.4	5.0	5.0	1.7	4.2	7.6	35.3	40.0	5.0	1	0	0	0	0	3	moderate_CPLCP_feature_support	
